PLAYER;TEAM;Games;Season;C3R;C3R_A;E3R;E3R_A;Ce3R;Ce3R_A;Ce3L;Ce3L_A;E3L;E3L_A;C3L;C3L_A;MBR;MBR_A;MER;MER_A;MEL;MEL_A;MBL;MBL_A;PR;PR_A;PC;PC_A;PL;PL_A
SEAD SEHOVIC;BUD       ;4;19;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;3;3;3;1;1
SUAD SEHOVIC;BUD       ;19;19;1;1;9;23;1;2;5;8;5;17;2;4;0;0;0;0;0;0;0;0;0;0;2;2;2;2
KEVIN SERAPHIN;BAR       ;23;19;0;0;0;0;0;0;0;0;0;0;0;0;1;6;1;9;3;6;3;9;26;32;26;38;24;34
RAMON SESSIONS;TEL       ;2;19;0;0;0;4;1;1;0;1;0;0;0;0;1;4;1;2;0;0;0;0;3;6;0;1;0;1
TORNIKE SHENGELIA;BAS       ;15;19;1;1;3;10;0;1;1;1;4;9;1;1;1;7;0;4;0;2;0;7;26;34;20;33;10;21
SHAVON SHIELDS;BAS       ;23;19;1;2;5;13;0;1;1;3;8;22;3;5;4;13;2;7;4;12;2;8;22;34;13;19;18;21
ALEXEY SHVED;KHI       ;10;19;5;6;19;49;8;23;4;9;8;26;1;3;1;6;2;3;3;6;2;8;9;14;5;8;5;10
KRUNOSLAV SIMON;IST       ;25;19;1;4;16;35;2;11;8;16;6;18;2;2;6;9;6;8;0;6;7;12;9;13;7;8;8;8
CHRIS SINGLETON;BAR       ;25;19;1;4;4;14;2;5;3;9;14;37;4;9;2;12;2;6;1;9;4;19;7;13;9;14;6;20
KOSTAS SLOUKAS;ULK       ;23;19;2;3;12;26;6;23;4;7;5;9;0;0;7;13;4;13;8;20;11;16;9;11;5;8;13;17
ROLANDS SMITS;BAR       ;6;19;1;1;0;3;0;1;0;1;1;5;2;3;0;0;0;1;0;2;0;1;1;2;0;1;4;5
VASSILIS SPANOULIS;OLY       ;24;19;1;1;14;35;13;39;7;22;5;20;0;1;3;11;3;15;5;13;2;5;13;18;3;10;14;24
DJ STRAWBERRY;CAN       ;24;19;0;2;8;21;3;10;3;9;9;37;0;4;3;10;2;14;10;21;3;11;13;20;9;19;3;7
JANIS STRELNIEKS;OLY       ;20;19;1;2;8;15;3;8;5;15;11;21;1;1;9;17;4;11;2;4;5;9;4;6;2;3;2;3
KALEB TARCZEWSKI;MIL       ;18;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;25;31;18;25;3;8
WALTER TAVARES;MAD       ;25;19;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;4;0;4;0;3;34;42;19;20;16;17
JEFFERY TAYLOR;MAD       ;25;19;8;13;1;3;0;0;0;0;10;20;1;10;1;7;0;0;0;1;1;2;13;17;4;7;13;14
DESHAUN THOMAS;PAN       ;24;19;2;3;8;25;4;9;3;13;4;17;0;4;7;12;9;20;5;19;7;12;16;20;14;24;13;18
MALCOLM THOMAS;KHI       ;25;19;0;1;6;9;0;6;1;3;2;9;0;1;2;4;0;5;1;3;0;4;36;46;30;38;9;17
TREY THOMPKINS;MAD       ;14;19;4;8;4;13;1;5;1;3;3;9;1;1;5;14;1;3;1;1;7;12;6;7;1;1;1;4
DEON THOMPSON;ZAL       ;7;19;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;4;0;1;1;3;2;3;7;10;3;4
KIM TILLIE;CAN       ;25;19;1;3;8;24;6;11;2;7;16;36;3;4;1;3;0;4;1;4;6;10;10;13;8;16;5;9
JANIS TIMMA;OLY       ;20;19;0;1;7;15;4;5;1;6;6;14;1;4;2;3;1;2;1;4;0;3;3;3;0;1;2;3
ERGI TIRPANCI;ULK       ;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
ANTE TOMIC;BAR       ;25;19;0;0;0;0;0;0;0;0;0;0;0;0;1;4;5;14;11;20;8;13;23;31;30;41;20;32
AXEL TOUPANE;OLY       ;20;19;1;7;10;20;0;3;1;1;8;21;3;8;0;5;0;0;1;4;3;5;2;5;2;2;2;4
BUGRAHAN TUNCER;IST       ;8;19;0;1;0;2;0;0;0;2;0;0;1;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0
ALEX TYUS;TEL       ;24;19;0;0;0;0;0;0;0;0;0;0;0;0;1;8;5;14;3;4;1;5;26;29;32;42;14;23
IVAN UKHOV;CSK       ;5;19;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;2;2;2;2;3
EDGARAS ULANOVAS;ZAL       ;25;19;1;4;3;16;0;1;3;7;5;9;6;10;2;5;0;2;1;9;1;1;5;12;21;38;11;18
LUKAS ULECKAS;ZAL       ;2;19;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
SIIM-SANDER VENE;CAN       ;12;19;1;2;5;16;2;4;1;4;6;16;0;0;0;4;1;4;1;1;4;9;2;2;2;2;1;1
ERIKAS VENSKUS;ZAL       ;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1
JAN VESELY;ULK       ;22;19;0;0;0;0;0;0;0;0;1;1;0;0;5;5;4;13;7;14;1;3;30;39;37;55;22;31
SASHA VEZENKOV;OLY       ;20;19;0;1;2;8;1;4;1;1;1;8;0;0;4;5;1;2;1;3;1;5;7;8;8;12;6;9
EGOR VIALTSEV;KHI       ;16;19;1;2;4;5;1;3;0;3;4;13;0;1;3;5;2;5;1;3;2;6;0;0;1;3;1;1
LUCA VILDOZA;BAS       ;24;19;0;3;9;23;11;27;11;17;11;27;0;3;3;10;1;6;5;10;1;6;8;18;8;14;3;5
JOHANNES VOIGTMANN;BAS       ;23;19;1;7;6;18;1;5;0;6;8;15;3;6;1;3;2;3;1;4;7;13;15;22;12;19;7;11
ANDREY VORONTSEVICH;CSK       ;12;19;0;1;0;4;3;9;3;6;0;2;0;1;0;2;1;1;0;1;0;1;1;2;0;0;0;2
IAN VOUGIOUKAS;PAN       ;12;19;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;4;1;4;1;2;3;3;4;4;5;7
THOMAS WALKUP;ZAL       ;22;19;1;3;3;9;2;4;0;3;2;6;2;5;5;8;3;13;4;5;0;2;10;11;6;11;9;12
DERRICK WALTON JR;ZAL       ;16;19;0;2;3;7;1;3;1;4;2;5;0;0;1;4;2;4;1;7;0;0;4;9;1;5;4;7
BRIANTE WEBER;OLY       ;3;19;0;0;0;2;0;0;1;1;1;1;0;0;1;2;0;2;1;1;0;0;2;4;3;3;0;0
LEO WESTERMANN;ZAL       ;18;19;0;2;6;12;3;6;3;8;7;14;1;1;0;5;2;5;2;4;2;3;1;4;2;8;1;3
AARON WHITE;ZAL       ;25;19;2;5;2;5;0;3;1;2;1;5;0;6;3;10;1;2;2;7;3;3;20;30;30;45;11;17
SCOTTIE WILBEKIN;TEL       ;24;19;1;1;15;54;10;32;5;23;24;56;1;2;3;10;16;30;12;25;1;6;9;11;8;15;3;7
JACOB WILEY;CAN       ;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;7;9;4;6;0;0
DERRICK WILLIAMS;MUN       ;24;19;0;7;4;11;4;13;2;7;17;35;4;15;5;10;1;5;2;5;9;24;19;27;23;33;19;39
DEVIN WILLIAMS;BUD       ;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;2;4
NIGEL WILLIAMS-GOSS;OLY       ;25;19;1;3;7;26;4;12;6;10;6;17;2;5;1;9;11;35;17;36;5;14;13;21;2;8;9;15
NATE WOLTERS;ZAL       ;19;19;0;0;6;15;2;9;2;5;5;15;1;3;2;7;5;18;9;13;3;6;18;25;29;54;18;28
VYACHESLAV ZAYTSEV;KHI       ;3;19;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
YOVEL ZOOSMAN;TEL       ;20;19;1;3;3;11;0;0;2;3;3;6;0;0;1;2;3;4;1;4;1;2;4;4;4;8;5;9
ANDREY ZUBKOV;KHI       ;17;19;0;1;1;5;0;3;4;5;2;7;0;0;0;3;1;4;0;0;3;6;8;11;9;11;3;4
