PLAYER;TEAM;Games;Season;C3R;C3R_A;E3R;E3R_A;Ce3R;Ce3R_A;Ce3L;Ce3L_A;E3L;E3L_A;C3L;C3L_A;MBR;MBR_A;MER;MER_A;MEL;MEL_A;MBL;MBL_A;PR;PR_A;PC;PC_A;PL;PL_A
JONAS MACIULIS;MAD       ;26;15;1;5;4;11;3;6;3;8;3;12;1;2;4;7;2;7;1;4;1;6;5;8;3;8;3;7
MELIH MAHMUTOGLU;ULK       ;14;15;1;3;4;7;1;1;2;3;3;10;0;4;0;0;0;1;0;1;0;0;0;1;0;2;2;4
VANGELIS MANTZARIS;OLY       ;28;15;6;12;10;33;2;4;2;4;9;24;2;6;2;6;0;0;2;4;2;4;5;8;5;7;5;6
EVANGELOS MANTZARIS;OLY       ;6;15;0;1;4;7;1;1;0;1;2;7;1;2;0;0;0;0;0;0;2;2;2;2;2;2;1;1
BOBAN MARJANOVIC;RED       ;24;15;0;0;0;0;0;0;0;0;0;0;0;0;6;19;7;14;4;8;6;16;41;64;37;54;48;64
MANUCHAR MARKOISHVILI;CSK       ;15;15;0;2;2;7;0;0;0;3;3;8;4;5;2;5;0;1;0;0;5;6;2;2;0;3;3;4
STEFAN MARKOVIC;MAL       ;20;15;0;1;3;9;1;5;5;9;2;15;1;3;0;1;0;1;1;5;0;1;4;14;2;6;8;9
RAFA MARTINEZ;PAM       ;10;15;0;2;0;4;1;5;0;4;2;6;0;1;3;4;1;5;0;0;0;0;1;1;0;0;0;1
LOUKAS MAVROKEFALIDIS;PAN       ;21;15;0;0;0;1;3;6;2;5;0;3;0;0;5;12;15;21;3;15;4;12;7;17;8;16;13;20
LOVRO MAZALIN;CED       ;6;15;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;1;1;1;3;0;0;0;0;0;2
MARTYNAS MAZEIKA;KLA       ;9;15;0;1;4;14;0;3;0;1;1;3;0;1;2;9;0;5;2;8;0;1;2;5;1;3;3;4
CHEIKH MBODJ;SAS       ;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;2
TRENTON MEACHAM;MIL       ;4;15;0;0;1;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
SALAH MEJRI;MAD       ;7;15;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;2;3;5;3;3;8;13
GAL MEKEL;NOV       ;3;15;0;0;0;1;0;0;0;0;0;1;0;0;2;3;0;3;0;2;1;2;2;4;1;5;6;7
NICOLO MELLI;MIL       ;24;15;1;6;4;12;1;3;1;5;7;18;6;14;2;9;1;5;1;2;2;11;14;17;3;5;3;7
VASILIJE MICIC;MUN       ;6;15;1;1;1;3;0;3;0;1;0;2;0;0;0;3;6;13;1;3;2;3;5;5;1;2;1;1
VLADIMIR MICOV;GAL       ;20;15;2;8;8;20;1;5;1;8;5;14;2;6;0;12;4;9;7;19;6;15;19;31;7;13;6;12
ARTURAS MILAKNIS;ZAL       ;24;15;2;13;20;41;3;15;4;9;25;42;6;10;3;8;1;5;4;5;3;5;6;9;2;5;0;4
LUKA MITROVIC;RED       ;24;15;0;4;3;18;0;5;5;11;3;17;0;6;1;5;3;5;2;9;1;7;31;52;13;23;20;27
ADRIEN MOERMAN;LMG       ;10;15;1;6;1;12;2;5;2;8;2;5;1;2;1;2;3;5;4;7;1;4;6;9;4;8;7;11
VLAD MOLDOVEANU;ZGO       ;10;15;0;1;6;9;0;2;2;6;1;5;3;4;2;6;1;3;1;2;2;4;4;5;0;3;0;2
DAVID MOSS;MIL       ;23;15;7;16;4;14;1;5;2;5;2;11;5;10;3;7;0;3;0;0;1;3;3;7;3;5;8;11
BO McCALEBB;MUN       ;5;15;0;1;1;4;2;4;0;1;2;3;0;1;0;6;1;6;2;2;0;2;3;7;3;5;3;7
DONNIE McGRATH;IST       ;5;15;0;0;1;1;0;1;1;2;0;4;0;0;2;3;0;0;1;2;3;4;0;0;0;0;0;1
JAMEL McLEAN;BER       ;21;15;0;0;0;1;0;0;0;1;0;0;0;0;3;13;0;2;2;12;5;8;34;48;24;36;22;39
BOSTJAN NACHBAR;BAR       ;23;15;4;4;4;8;4;7;3;8;7;20;3;6;3;6;1;2;3;4;4;9;3;5;2;2;5;6
JUAN CARLOS NAVARRO;BAR       ;16;15;0;0;4;24;3;11;2;8;20;40;2;3;2;4;3;5;9;17;2;8;3;6;1;5;0;6
NEMANJA NEDOVIC;PAM       ;5;15;1;1;2;4;0;3;0;2;3;5;0;0;0;1;0;3;1;1;1;2;0;6;4;5;3;4
DeMARCUS NELSON;PAN       ;18;15;0;1;0;3;1;4;1;4;1;5;0;5;2;9;3;8;5;11;0;5;12;24;7;10;11;17
MAODO NGUIRANE;MAL       ;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DEMETRIS NICHOLS;CSK       ;24;15;3;7;9;12;1;3;1;2;6;9;3;7;3;6;1;5;3;6;2;3;6;10;1;3;6;8
UROS NIKOLIC;ZGO       ;8;15;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;2;2;1;5;6;9;3;4
KRISTIJAN NIKOLOV;GAL       ;6;15;0;1;1;2;2;3;0;3;2;4;0;0;0;2;1;4;0;0;0;0;0;1;0;0;0;0
ANDRES NOCIONI;MAD       ;29;15;7;16;12;29;5;10;1;11;8;20;2;6;2;13;0;5;3;8;3;9;20;29;15;21;11;16
YOGEV OHAYON;TEL       ;25;15;1;1;7;22;0;4;1;7;11;19;2;4;3;8;7;27;3;16;0;6;4;9;8;17;5;5
BRAD OLESON;BAR       ;20;15;3;6;7;21;0;7;4;8;9;19;4;6;1;3;4;7;2;7;0;3;3;5;3;5;4;8
CEDI OSMAN;IST       ;27;15;8;14;5;21;0;0;0;4;3;17;4;9;2;10;3;10;2;7;3;7;16;22;5;8;9;21
VADIM PANIN;UNK       ;3;15;0;0;0;1;1;1;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IOANNIS PAPAPETROU;OLY       ;8;15;0;1;1;4;3;4;0;1;1;3;1;2;1;2;1;2;1;1;0;2;3;5;2;3;2;3
NIKOS PAPPAS;PAN       ;22;15;3;9;9;18;2;6;2;6;6;16;2;5;4;6;3;11;3;9;1;2;10;23;12;21;20;24
ARTSIOM PARAKHOUSKI;NOV       ;20;15;0;0;0;0;0;1;0;1;0;0;0;0;7;11;2;8;3;10;5;9;43;60;11;19;34;47
JEREMY PARGO;TEL       ;27;15;2;3;14;42;5;22;9;29;5;24;0;1;5;17;20;53;8;23;5;12;22;41;26;41;13;22
LEVAN PATSATSIA;NOV       ;10;15;0;0;1;3;0;3;0;0;0;6;0;1;0;2;0;2;0;1;0;1;0;3;2;3;2;3
PABLO PEREZ;PAM       ;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DORON PERKINS;BAS       ;8;15;0;0;2;7;1;3;0;2;2;2;0;0;0;1;1;4;1;1;0;1;0;0;1;2;0;0
STRATOS PERPEROGLOU;IST       ;26;15;8;19;10;33;1;4;4;8;7;22;3;9;4;13;1;11;5;14;8;20;8;23;12;20;15;25
BRENT PETWAY;OLY       ;24;15;2;7;8;20;1;6;1;8;6;20;6;12;1;2;2;2;0;0;2;3;3;4;1;3;12;20
FRAN PILEPIC;CED       ;10;15;2;5;10;18;3;4;1;3;6;11;3;6;3;4;3;4;3;9;0;1;3;7;4;6;0;0
SUACAN PISKIN;GAL       ;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
TRENT PLAISTED;LMG       ;8;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;1;4;8;13
TIBOR PLEISS;BAR       ;23;15;0;0;0;0;0;0;1;1;0;1;0;0;2;6;0;7;5;8;1;6;12;16;16;24;15;20
GUY PNINI;TEL       ;4;15;2;2;1;3;1;1;0;3;1;4;2;2;0;0;3;3;0;0;0;0;2;2;0;2;1;1
MARTYNAS POCIUS;GAL       ;19;15;3;9;6;18;3;10;2;4;3;16;2;3;2;5;0;1;1;5;1;5;9;11;0;2;6;12
ILYA POPOV;NOV       ;2;15;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;0;0;0;0;0;1;0;1;0;0
EMIR PRELDZIC;ULK       ;28;15;1;8;4;11;1;5;3;13;5;11;5;7;2;6;4;11;3;6;5;16;10;16;5;7;15;24
GEORGIOS PRINTEZIS;OLY       ;20;15;2;9;2;11;0;6;2;7;10;17;2;10;6;11;1;3;4;8;11;21;11;18;17;27;21;35
LEON RADOSEVIC;BER       ;22;15;0;0;0;0;0;0;0;0;0;0;0;0;8;22;7;20;16;36;6;13;25;37;10;19;8;16
JOE RAGLAND;MIL       ;24;15;5;6;4;15;2;11;8;20;6;22;2;4;2;7;1;4;3;9;0;5;12;23;3;7;13;24
IVAN RAMLJAK;CED       ;9;15;0;1;3;5;0;0;0;1;0;1;1;4;0;2;1;2;2;3;0;2;4;8;1;2;4;4
BRIAN RANDLE;TEL       ;25;15;0;2;2;7;0;2;1;1;1;8;2;4;2;5;14;23;11;21;6;11;39;55;22;37;28;38
NIKOLA REBIC;RED       ;1;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REGGIE REDDING;BER       ;22;15;1;3;9;23;5;10;5;9;3;17;0;1;10;19;8;22;17;33;7;28;20;36;9;13;16;27
ALEX RENFROE;BER       ;24;15;3;3;4;18;4;11;9;15;9;17;3;4;2;4;3;11;4;10;4;9;10;15;8;17;17;31
FELIPE REYES;MAD       ;30;15;0;0;2;9;2;3;1;2;0;3;0;0;7;21;5;15;9;21;6;21;49;75;16;25;15;28
PAU RIBAS;PAM       ;10;15;0;2;1;5;2;8;5;7;6;13;3;3;6;9;4;15;2;5;2;2;7;10;2;3;5;9
K.C. RIVERS;MAD       ;26;15;3;6;7;14;2;5;1;8;12;25;2;3;5;8;1;6;5;10;2;7;4;7;5;9;4;9
KELVIN RIVERS;MAD       ;4;15;0;0;1;6;0;0;1;1;0;4;1;1;2;2;0;2;0;1;0;2;0;0;0;1;2;2
TAYLOR ROCHESTIE;NOV       ;18;15;4;7;20;40;6;13;7;20;11;17;1;1;7;15;13;25;8;19;14;26;6;10;3;11;18;26
SERGIO RODRIGUEZ;MAD       ;28;15;0;3;14;36;10;27;10;21;8;21;1;1;10;17;14;29;6;21;3;4;17;30;8;19;7;14
BRIAN SACCHETTI;SAS       ;5;15;1;1;0;3;2;3;1;3;1;4;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1
SAMARDO SAMUELS;MIL       ;23;15;0;0;0;3;1;6;5;16;1;5;0;0;1;5;4;5;1;4;3;9;48;71;24;42;21;33
FERNANDO SAN EMETERIO;BAS       ;23;15;1;4;6;15;1;10;6;15;11;35;4;8;3;12;10;23;2;8;1;5;14;28;12;16;14;20
RAKIM SANDERS;SAS       ;8;15;1;2;4;14;1;4;3;7;5;12;0;4;1;1;2;6;1;3;0;2;7;16;6;9;8;16
VIKTOR SANIKIDZE;UNK       ;7;15;0;0;0;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;7;8;1;1;5;6
VYTAUTAS SARAKAUSKAS;KLA       ;1;15;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
DARIO SARIC;IST       ;27;15;0;5;4;13;4;11;7;13;2;15;2;5;3;14;4;13;5;10;3;13;32;50;9;25;16;23
ROMAIN SATO;PAM       ;9;15;0;0;2;9;1;2;2;5;2;7;0;1;0;3;2;4;1;3;4;9;2;4;2;6;3;5
TOMAS SATORANSKY;BAR       ;27;15;0;3;5;11;2;4;5;8;3;12;3;6;2;7;3;5;2;11;2;6;19;29;4;11;13;19
DUSKO SAVANOVIC;MUN       ;10;15;0;1;5;12;9;15;1;5;2;5;1;1;5;12;4;6;4;5;2;11;5;10;4;10;4;9
OGUZ SAVAS;ULK       ;25;15;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;6;3;8;0;2;20;25;13;22;15;24
IVAN SAVELYEV;NOV       ;9;15;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;3;0;1;0;0;1;2;1;1;1;3
HEIKO SCHAFFARTZIK;MUN       ;10;15;1;1;9;17;0;3;2;7;6;7;0;1;5;6;2;3;2;3;0;1;0;1;0;1;1;1
SOFOKLIS SCHORTSANITIS;TEL       ;25;15;0;0;0;0;0;0;0;0;0;0;0;0;2;6;11;35;6;14;2;2;14;19;21;35;9;12
MARTIN SEIFERTH;BER       ;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
MUSTAFA SHAKUR;KLA       ;10;15;0;0;1;5;1;4;0;4;1;7;0;2;6;9;2;12;8;13;0;2;5;11;5;11;7;11
TORNIKE SHENGELIA;BAS       ;23;15;1;2;2;7;0;2;1;4;2;14;1;3;0;8;0;5;0;10;3;13;22;38;22;32;16;33
JUSTAS SINICA;KLA       ;10;15;0;3;1;12;1;4;3;6;3;9;1;1;0;3;1;2;0;2;0;2;0;1;0;0;0;0
KENAN SIPAHI;ULK       ;19;15;0;3;1;6;0;5;1;3;2;5;1;4;1;1;0;0;1;2;0;1;3;4;2;5;2;5
A.J. SLAUGHTER;PAN       ;23;15;0;1;17;32;3;16;4;11;12;44;4;5;3;7;5;15;11;29;5;13;4;6;4;11;8;16
MARCUS SLAUGHTER;MAD       ;24;15;0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;4;0;0;1;3;17;21;3;8;8;10
KOSTAS SLOUKAS;OLY       ;29;15;0;2;9;26;3;8;4;6;2;8;0;0;3;7;5;17;4;18;4;8;6;9;4;15;11;26
DEVIN SMITH;TEL       ;25;15;3;6;14;45;4;16;4;12;23;55;8;14;5;12;10;28;5;17;4;8;20;25;20;31;10;14
JAMAR SMITH;LMG       ;10;15;1;1;10;18;2;8;2;5;11;22;1;5;1;3;5;6;4;10;4;7;4;6;2;4;5;6
NOLAN SMITH;GAL       ;1;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;2;0;0;1;2;0;0;0;2
DMITRY SOKOLOV;UNK       ;6;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2;2;2;2
MO SOLUADE;MAL       ;4;15;0;1;2;4;0;0;0;0;0;2;1;2;1;2;0;0;0;0;0;1;1;2;1;2;0;0
DARIUS SONGAILA;ZAL       ;24;15;0;0;0;0;0;0;0;0;0;0;0;0;4;11;10;17;6;16;12;22;13;27;7;18;10;15
EDGAR SOSA;SAS       ;10;15;1;4;3;8;1;5;2;10;3;10;1;1;3;8;5;14;2;10;2;4;5;9;3;5;4;8
JAMES SOUTHERLAND;LMG       ;6;15;1;3;1;4;0;2;0;0;1;4;0;0;2;2;0;0;0;2;0;1;0;0;0;0;0;2
VASSILIS SPANOULIS;OLY       ;26;15;2;8;15;47;12;36;8;30;13;25;0;3;5;15;8;19;7;17;2;3;18;32;9;15;11;28
LUCCA STAIGER;MUN       ;7;15;0;1;2;7;1;3;1;3;2;6;0;1;0;1;1;2;0;0;0;3;0;0;0;0;0;0
JON STEFANSSON;MAL       ;19;15;0;3;5;19;2;3;0;3;5;10;1;5;1;4;1;2;1;6;2;5;11;16;2;3;2;6
VLADIMIR STIMAC;MUN       ;10;15;0;0;0;0;0;1;1;1;0;1;0;0;1;2;1;3;1;3;0;2;10;12;7;12;5;11
VOJDAN STOJANOVSKI;BER       ;11;15;2;3;3;6;0;1;2;3;1;6;0;0;1;5;0;4;3;5;0;2;2;5;2;3;1;1
IVAN STREBKOV;CSK       ;6;15;0;1;1;2;0;1;1;1;2;4;0;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0
CARLOS SUAREZ;MAL       ;17;15;2;3;3;18;1;2;1;5;2;11;2;6;1;5;1;3;2;2;1;5;7;13;3;4;8;18
JONATHAN TABU;BER       ;8;15;1;4;4;9;0;0;0;2;2;7;1;1;0;1;1;4;0;1;0;0;1;4;0;2;1;1
DONATAS TAROLIS;ZAL       ;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
BRYCE TAYLOR;MUN       ;2;15;0;0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
TONY TAYLOR;ZGO       ;10;15;2;5;1;5;1;4;1;2;1;3;0;0;4;9;1;4;4;11;1;1;4;8;10;16;1;6
STEED TCHICAMBOUD;LMG       ;3;15;0;0;0;2;0;1;0;1;0;1;1;1;0;0;1;1;0;1;0;0;0;1;0;1;1;1
MARKO TEJIC;RED       ;13;15;0;1;2;4;0;1;0;0;2;6;0;0;0;0;0;2;1;3;1;2;2;3;0;1;2;5
MILOS TEODOSIC;CSK       ;23;15;3;8;20;48;8;23;17;42;20;40;1;5;7;14;6;12;6;17;3;10;5;9;2;3;10;16
DESHAUN THOMAS;BAR       ;28;15;3;4;4;8;1;1;0;2;3;12;4;10;9;18;3;8;4;10;10;19;18;26;6;11;16;25
WILL THOMAS;MAL       ;23;15;0;0;3;9;0;3;1;7;2;5;0;1;0;8;2;7;1;5;4;9;11;18;11;19;28;34
TREY THOMPKINS;NOV       ;20;15;1;1;6;18;2;9;5;14;10;23;5;15;9;24;6;7;4;4;10;20;30;47;9;17;18;36
DIJON THOMPSON;NOV       ;1;15;1;1;0;0;0;0;0;0;1;1;0;0;2;4;0;0;0;1;1;4;0;0;1;1;2;2
KIM TILLIE;BAS       ;23;15;0;4;0;3;1;4;0;2;3;6;6;7;3;12;6;10;3;11;3;16;10;15;7;12;10;12
MIROSLAV TODIC;SAS       ;10;15;0;3;5;12;4;11;0;6;2;5;0;0;0;4;1;3;0;5;2;2;7;10;1;8;4;8
MARKO TOMAS;CED       ;1;15;0;0;1;1;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;2
ANTE TOMIC;BAR       ;28;15;0;0;0;0;0;0;0;0;0;0;0;0;5;12;11;18;5;16;4;9;38;53;21;38;33;46
RYAN TOOLSON;MAL       ;21;15;3;8;6;30;2;7;2;10;15;25;9;16;10;28;5;11;4;12;7;21;7;8;1;3;9;15
MICHALIS TSAIRELIS;OLY       ;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
ALEX TYUS;TEL       ;24;15;0;0;0;0;0;0;0;0;0;0;0;0;2;8;3;18;2;5;1;6;32;37;20;28;17;24
BERK UGURLU;ULK       ;3;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1
ROKO UKIC;CED       ;8;15;0;0;2;9;1;4;2;7;4;12;0;0;0;2;2;6;8;17;0;2;3;7;4;8;2;2
EDGARAS ULANOVAS;ZAL       ;24;15;2;3;2;4;1;2;0;1;4;12;1;8;5;8;4;7;0;5;2;7;7;12;6;12;12;17
OKBEN ULUBAY;IST       ;2;15;0;1;0;0;0;0;0;0;1;2;0;0;1;1;0;0;0;0;1;3;0;0;2;2;0;0
GOKTURK URAL;GAL       ;4;15;1;1;0;1;0;0;0;0;1;1;0;0;1;1;0;1;2;5;1;1;0;0;0;0;0;0
SAM VAN ROSSOM;PAM       ;5;15;0;1;1;5;1;2;3;4;1;6;1;2;2;5;0;3;0;1;1;1;7;9;2;3;4;6
MANUEL VANUZZO;SAS       ;1;15;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AKEEM VARGAS;BER       ;22;15;4;8;2;9;0;0;0;0;1;9;4;8;1;7;0;1;0;1;2;4;0;3;0;0;0;2
KOSTAS VASILEIADIS;MAL       ;17;15;0;2;6;29;3;9;3;12;7;15;3;6;4;9;1;5;1;3;2;5;2;3;2;2;1;5
VALDAS VASYLIUS;KLA       ;10;15;1;3;1;6;2;3;0;4;2;7;0;0;2;5;3;5;3;6;0;1;2;2;4;4;6;10
FRAN VAZQUEZ;MAL       ;23;15;0;0;0;0;0;0;0;0;0;0;0;0;4;15;8;12;7;18;7;13;13;20;5;12;17;23
SIIM-SANDER VENE;ZAL       ;12;15;1;3;1;3;3;4;0;0;1;4;1;2;2;3;0;1;2;3;1;1;2;2;1;4;3;10
JAN VESELY;ULK       ;29;15;0;0;0;0;0;0;0;0;0;0;0;0;3;6;6;13;5;14;1;6;61;74;24;44;36;57
IVAN VIKTOROV;NOV       ;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;2;0;1
GUILLEM VIVES;PAM       ;8;15;0;0;2;5;1;2;0;1;1;7;0;0;1;2;0;0;0;0;0;2;1;5;3;3;2;4
ANDREY VORONTSEVICH;CSK       ;29;15;3;7;15;23;2;14;3;15;9;25;4;12;10;17;5;12;6;14;4;16;10;19;8;13;11;13
IAN VOUGIOUKAS;GAL       ;9;15;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;2;0;2;2;3;4;7;1;5
SASHA VUJACIC;BAS       ;8;15;1;1;2;9;2;5;0;4;2;5;0;0;0;3;2;5;2;4;1;5;1;3;0;1;1;1
SONNY WEEMS;CSK       ;24;15;5;13;13;30;3;11;4;9;12;38;6;15;8;19;10;27;10;32;9;19;20;32;8;14;12;22
LEO WESTERMANN;LMG       ;10;15;2;4;2;5;2;5;2;7;4;13;1;2;0;3;3;7;1;11;0;1;4;5;2;3;3;5
D.J. WHITE;BAS       ;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1;1;0;0;0;0
JAMES WHITE;UNK       ;10;15;1;3;3;5;0;0;0;1;1;8;3;8;2;9;0;4;3;6;5;6;12;15;1;3;4;7
MARCUS WILLIAMS;RED       ;24;15;1;2;14;48;10;28;8;28;5;23;0;1;0;6;9;22;7;25;2;12;7;11;5;15;9;22
LUKASZ WISNIEWSKI;ZGO       ;2;15;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;2;0;0;0;0;1;1;2;2
JONAS WOHLFARTH;BER       ;14;15;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;4;0;1;8;10;7;17;2;5
CHRIS WRIGHT;ZGO       ;8;15;1;3;0;0;0;1;0;0;0;0;1;3;1;2;0;0;0;0;0;1;8;14;10;14;9;12
JULIAN WRIGHT;PAN       ;7;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;9;3;4;5;8
PATRIC YOUNG;GAL       ;17;15;0;0;0;0;0;0;0;0;0;1;0;0;4;9;3;9;2;7;3;11;24;30;8;15;15;16
OMER YURTSEVEN;ULK       ;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
DONATAS ZAVACKAS;KLA       ;10;15;1;1;5;7;3;5;6;10;4;10;1;2;3;3;5;8;1;4;0;1;4;4;4;9;4;5
FREJUS ZERBO;LMG       ;10;15;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;3;0;1;4;6;2;5;6;10
KARLO ZGANEC;CED       ;6;15;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;2;5;0;2;1;3
IVAN ZIGERANOVIC;ZGO       ;9;15;0;0;0;0;0;0;0;0;1;1;0;0;1;3;0;1;0;0;0;0;4;8;6;11;6;8
PAUL ZIPSER;MUN       ;3;15;0;0;1;1;0;0;1;1;0;2;0;0;0;0;0;0;1;1;0;0;1;2;0;1;0;0
MAIK ZIRBES;RED       ;24;15;0;0;0;0;0;0;0;1;0;0;0;0;1;5;2;4;0;6;0;1;24;33;15;21;9;11
NIKOS ZISIS;UNK       ;28;15;2;5;3;8;2;10;4;5;5;15;2;5;9;23;5;16;4;11;5;12;11;19;3;8;5;8
LUKA ZORIC;ULK       ;22;15;0;0;0;0;0;0;0;0;0;0;0;0;1;7;3;9;9;14;3;6;14;22;11;21;11;17
ALEKSEY ZOZULIN;CSK       ;4;15;0;0;0;0;0;0;0;0;2;3;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
TOMISLAV ZUBCIC;CED       ;10;15;2;5;6;11;1;2;2;2;2;9;1;4;0;2;0;1;0;3;0;1;2;6;4;8;2;3
