PLAYER;TEAM;Games;Season;C3R;C3R_A;E3R;E3R_A;Ce3R;Ce3R_A;Ce3L;Ce3L_A;E3L;E3L_A;C3L;C3L_A;MBR;MBR_A;MER;MER_A;MEL;MEL_A;MBL;MBL_A;PR;PR_A;PC;PC_A;PL;PL_A
VICTOR RUDD;TEL       ;29;17;3;4;10;25;5;12;6;18;6;21;2;5;5;19;12;25;9;23;5;17;16;20;22;35;9;13
RAKIM SANDERS;MIL       ;22;17;5;8;11;28;5;10;3;15;13;24;2;4;2;12;4;10;0;2;1;7;35;49;20;41;12;20
OGUZ SAVAS;DAR       ;6;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;2;3;2;3;4;4
BLAKE SCHILB;GAL       ;27;17;1;6;10;22;4;13;1;11;5;13;0;3;20;33;3;10;4;16;10;19;23;31;7;11;16;19
TADAS SEDEKERSKIS;BAS       ;7;17;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;3;4;2;2;0;1
D.J. SEELEY;TEL       ;25;17;3;5;10;20;1;10;4;10;6;15;0;2;0;9;6;12;3;11;2;7;9;13;13;19;2;4
ITAY SEGEV;TEL       ;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3;4;3;4;1;1
RENALDAS SEIBUTIS;ZAL       ;26;17;1;4;1;8;0;2;0;2;1;2;2;3;3;8;0;5;3;6;2;3;6;14;2;5;4;8
TORNIKE SHENGELIA;BAS       ;24;17;0;1;2;4;5;9;3;4;3;6;0;0;3;14;1;7;5;9;1;5;35;53;17;35;16;31
BORISA SIMANIC;RED       ;2;17;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1
KRUNOSLAV SIMON;MIL       ;20;17;2;6;11;26;4;6;3;12;7;20;2;7;4;8;3;6;6;15;3;9;11;15;8;18;13;19
MARKO SIMONOVIC;RED       ;30;17;2;5;12;34;5;21;10;19;24;55;4;11;4;12;3;6;1;8;3;9;30;43;8;17;24;38
DIAMON SIMPSON;TEL       ;6;17;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;0;0;0;2;5;8;11;18;7;8
CHRIS SINGLETON;PAN       ;32;17;1;5;11;24;9;19;9;15;17;43;1;2;4;11;6;20;5;12;6;10;19;27;27;40;10;20
MARCUS SLAUGHTER;DAR       ;11;17;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;10;15;1;5;4;4
KOSTAS SLOUKAS;ULK       ;29;17;2;4;8;21;3;12;9;14;8;16;0;1;3;9;10;19;6;24;7;17;14;23;3;7;16;31
DEVIN SMITH;TEL       ;28;17;3;9;14;33;4;16;3;7;11;36;3;6;6;18;10;24;6;18;0;6;14;21;15;28;9;17
RUSS SMITH;GAL       ;7;17;0;0;1;1;1;4;0;3;0;3;0;1;1;3;4;7;1;4;0;1;2;7;1;3;5;8
VASSILIS SPANOULIS;OLY       ;33;17;1;8;27;59;14;51;5;24;8;24;0;2;3;10;8;24;2;23;0;5;27;41;21;30;15;29
LUCCA STAIGER;BAM       ;17;17;2;5;1;10;0;3;3;4;13;20;5;6;0;0;0;0;0;0;1;2;0;0;0;0;0;0
PAUL STOLL;UNK       ;12;17;1;1;4;10;0;4;4;9;3;10;0;1;0;3;1;3;1;3;0;0;1;2;0;1;0;0
JANIS STRELNIEKS;BAM       ;22;17;2;5;7;15;6;11;14;25;8;21;2;6;5;14;8;13;4;14;7;12;13;18;9;12;7;9
JEFFERY TAYLOR;MAD       ;29;17;6;11;5;12;2;5;1;3;2;11;4;8;1;6;0;3;0;1;1;1;13;16;7;12;8;10
MILOS TEODOSIC;CSK       ;29;17;3;6;18;42;17;49;17;47;19;49;3;5;7;11;8;20;12;23;11;20;13;22;4;8;11;17
DANIEL THEIS;BAM       ;30;17;1;2;3;3;2;9;2;9;8;14;0;2;5;7;3;8;6;16;1;9;35;44;23;30;27;41
DESHAUN THOMAS;IST       ;35;17;4;10;7;19;1;6;5;21;18;48;6;23;5;15;4;10;0;3;9;21;14;17;8;13;11;20
TREY THOMPKINS;MAD       ;26;17;9;16;4;15;3;6;2;4;7;13;4;6;4;10;1;6;3;5;6;10;6;13;2;4;5;10
DEON THOMPSON;GAL       ;25;17;0;0;0;0;0;0;0;0;0;0;0;0;4;5;3;8;4;11;4;15;12;16;11;20;9;14
KIM TILLIE;BAS       ;32;17;4;5;4;14;2;6;5;10;7;18;1;2;6;11;1;4;2;6;2;5;21;28;11;17;18;27
VASSILIS TOLIOPOULOS;OLY       ;2;17;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
ANTE TOMIC;BAR       ;29;17;0;0;0;0;0;0;0;1;0;0;0;0;6;16;7;16;5;13;1;8;31;45;24;48;31;53
ALEX TYUS;GAL       ;30;17;0;0;0;0;0;0;0;0;0;0;0;0;6;15;6;16;8;14;4;9;54;65;16;24;35;45
EKPE UDOH;ULK       ;31;17;0;0;0;0;0;0;0;2;0;0;0;0;4;9;14;29;17;32;9;27;39;53;39;62;28;43
BERK UGURLU;ULK       ;5;17;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1
EDGARAS ULANOVAS;ZAL       ;29;17;0;3;4;10;3;4;0;1;6;18;3;5;5;15;1;7;7;15;4;12;10;19;16;21;15;25
PAULIUS VALINSKAS;ZAL       ;3;17;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0
VLADIMIR VEREMEENKO;BAM       ;21;17;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;1;0;1;12;17;2;6;8;15
JAN VESELY;ULK       ;34;17;0;0;0;1;0;1;0;0;0;0;0;0;4;14;4;12;2;17;9;20;51;68;31;62;29;35
ALEKSANDAR VEZENKOV;BAR       ;30;17;2;5;12;23;2;3;4;6;8;22;7;12;4;5;0;0;3;5;1;5;16;22;5;8;18;25
JOHANNES VOIGTMANN;BAS       ;33;17;3;5;4;13;4;12;2;11;6;24;4;8;4;9;7;11;1;7;1;7;36;50;22;37;32;39
EVGENY VORONOV;UNK       ;20;17;0;2;3;11;0;1;0;1;1;6;1;5;5;9;3;4;1;7;1;5;2;4;3;10;5;7
ANDREY VORONTSEVICH;CSK       ;35;17;2;4;10;28;6;11;11;23;19;36;4;7;5;15;4;7;5;11;5;11;13;21;4;11;8;11
BRAD WANAMAKER;DAR       ;34;17;0;0;15;44;13;28;11;28;16;40;1;2;5;19;8;25;17;38;8;24;24;44;15;26;47;82
DOMINIC WATERS;OLY       ;21;17;0;1;4;8;1;2;0;3;1;5;0;0;6;8;8;13;11;19;1;3;1;2;1;2;0;3
SONNY WEEMS;TEL       ;19;17;1;1;3;14;9;16;3;9;1;12;0;0;5;13;11;26;12;27;5;9;8;10;24;31;7;7
LEO WESTERMANN;ZAL       ;29;17;5;11;8;19;2;15;6;16;10;25;1;4;8;22;8;16;8;17;3;8;18;26;6;13;4;10
SCOTTIE WILBEKIN;DAR       ;31;17;2;8;19;41;7;20;11;32;23;52;6;12;5;15;11;19;7;17;1;4;9;22;11;15;4;8
LATAVIOUS WILLIAMS;UNK       ;29;17;0;0;0;0;0;0;0;0;0;0;0;0;2;9;2;14;2;6;1;2;39;48;24;41;18;27
NATE WOLTERS;RED       ;27;17;1;1;2;12;8;12;2;13;3;8;2;3;1;9;9;24;11;23;4;9;17;29;7;17;6;9
MEHMET YAGMUR;DAR       ;6;17;0;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
PATRIC YOUNG;OLY       ;29;17;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;13;1;4;2;4;4;9;12;17;7;10
MAIK ZIRBES;TEL       ;15;17;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;5;5;13;0;1;7;7;23;33;5;6
NIKOS ZISIS;BAM       ;30;17;3;5;3;15;2;9;4;16;6;18;3;10;4;14;7;23;4;13;2;7;17;27;4;11;10;15
ANTE ZIZIC;DAR       ;20;17;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;11;3;7;0;1;29;35;20;27;15;27
