CODETEAM|COMMENT|DORSAL|MARKERTIME|MINUTE|NUMBEROFPLAY|PLAYER|PLAYER_ID|PLAYINFO|PLAYTYPE|POINTS_A|POINTS_B|TEAM|TYPE|Stadium|Local|Visitor|Game
TRE       ||10|07:07|33|404|NAUMOSKI, PETAR|AHY       |Missed Layup (1/3 -  17 pt)|LAYUPATT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||9|07:06|33|405|MEEK, ERIK|AIU       |Def Rebound (3)|D|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||12|07:01|33|406|MILIC, MARKO|AIV       |Layup Made (2/2 -  5 pt)|LAYUPMD|75.0|73.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||5|06:59|34|408|STRUELENS, ERIC|AIX       |Assist (3)|AS|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||5|06:36|34|409|BROWN, MARCUS|AHT       |Missed Three Pointer (4/6 -  24 pt)|3FGA|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||12|06:33|34|410|MILIC, MARKO|AIV       |Def Rebound (3)|D|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||6|06:17|34|411|DJORDJEVIC, ALEKSANDAR|AIP       |Three Pointer (2/2 -  10 pt)|3FGM|75.0|76.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||4|05:59|35|413|NICOLA, MARCELO|AHZ       |Missed Three Pointer (0/2 -  6 pt)|3FGA|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||9|05:56|35|414|MEEK, ERIK|AIU       |Def Rebound (4)|D|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||11|05:41|35|415|HERREROS, ALBERTO|AIR       |Two Pointer (2/5 -  18 pt)|2FGM|75.0|78.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       |||05:40|35|416||          |Time Out (1)|TOUT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|05:40|35|417|PITTIS, RICCARDO|AIA       |In|IN|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||5|05:40|35|418|BROWN, MARCUS|AHT       |Out|OUT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||15|05:28|35|419|GARBAJOSA, JORGE|AHV       |Foul Drawn (3)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||5|05:28|35|420|STRUELENS, ERIC|AIX       |Foul (1)|CM|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||15|05:28|35|421|GARBAJOSA, JORGE|AHV       |Free Throw In (1/1 -  11 pt)|FTM|76.0|78.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|05:28|35|422|NAUMOSKI, PETAR|AHY       |Assist (6)|AS|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||15|05:28|35|423|GARBAJOSA, JORGE|AHV       |Free Throw In (2/2 -  12 pt)|FTM|77.0|78.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||8|05:28|35|424|MARCONATO, DENIS|AHW       |In|IN|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||15|05:28|35|425|GARBAJOSA, JORGE|AHV       |Out|OUT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||6|05:05|35|426|DJORDJEVIC, ALEKSANDAR|AIP       |Missed Two Pointer (2/4 -  10 pt)|2FGA|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||7|05:02|35|427|PITTIS, RICCARDO|AIA       |Def Rebound (1)|D|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||6|04:54|36|429|DJORDJEVIC, ALEKSANDAR|AIP       |Foul Drawn (2)|RV|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||4|04:54|36|430|NICOLA, MARCELO|AHZ       |Turnover (3)|TO|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||4|04:54|36|431|NICOLA, MARCELO|AHZ       |Offensive Foul (1)|OF|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||11|04:39|36|432|HERREROS, ALBERTO|AIR       |Turnover (1)|TO|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||10|04:39|36|434|NAUMOSKI, PETAR|AHY       |Steal (2)|ST|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|04:39|36|435|NAUMOSKI, PETAR|AHY       |Foul Drawn (5)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||6|04:39|36|436|DJORDJEVIC, ALEKSANDAR|AIP       |Foul (2)|CM|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||15|04:26|36|437|GARBAJOSA, JORGE|AHV       |In|IN|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||8|04:26|36|438|MARCONATO, DENIS|AHW       |Out|OUT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||6|04:20|36|439|DJORDJEVIC, ALEKSANDAR|AIP       |Foul (3)|CM|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||10|04:20|36|441|NAUMOSKI, PETAR|AHY       |Foul Drawn (6)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||14|04:20|36|445|TOMIDY, ALAN|ALS       |In|IN|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||5|04:20|36|446|BROWN, MARCUS|AHT       |In|IN|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||4|04:20|36|447|NICOLA, MARCELO|AHZ       |Out|OUT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||11|04:20|36|448|SANTOS, ISMAEL|AIB       |Out|OUT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|04:15|36|453|NAUMOSKI, PETAR|AHY       |Free Throw In (7/7 -  18 pt)|FTM|78.0|78.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|04:15|36|454|NAUMOSKI, PETAR|AHY       |Free Throw In (8/8 -  19 pt)|FTM|79.0|78.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||5|03:54|37|456|STRUELENS, ERIC|AIX       |Missed Layup (4/6 -  8 pt)|LAYUPATT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||5|03:54|37|457|STRUELENS, ERIC|AIX       |Shot Rejected (1)|AG|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||14|03:53|37|458|TOMIDY, ALAN|ALS       |Block (1)|FV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       |||03:51|37|459||          |Off Rebound (3)|O|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||11|03:44|37|460|HERREROS, ALBERTO|AIR       |Missed Two Pointer (2/6 -  18 pt)|2FGA|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||5|03:41|37|461|STRUELENS, ERIC|AIX       |Off Rebound (3)|O|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||5|03:41|37|462|STRUELENS, ERIC|AIX       |Missed Layup (4/7 -  8 pt)|LAYUPATT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||14|03:39|37|463|TOMIDY, ALAN|ALS       |Def Rebound (2)|D|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||14|03:27|37|464|TOMIDY, ALAN|ALS       |Missed Layup (2/5 -  4 pt)|LAYUPATT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||12|03:23|37|465|MILIC, MARKO|AIV       |Def Rebound (4)|D|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||7|03:21|37|466|PITTIS, RICCARDO|AIA       |Foul (4)|CM|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||12|03:21|37|467|MILIC, MARKO|AIV       |Foul Drawn (2)|RV|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||9|03:18|37|468|MEEK, ERIK|AIU       |Foul Drawn (7)|RV|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||14|03:18|37|469|TOMIDY, ALAN|ALS       |Foul (2)|CM|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||9|03:18|37|470|MEEK, ERIK|AIU       |Missed Free Throw (5/7 -  11 pt)|FTA|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||9|03:18|37|471|MEEK, ERIK|AIU       |Free Throw In (6/8 -  12 pt)|FTM|79.0|79.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||15|02:55|38|473|ITURBE, IKER|AIS       |In|IN|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||5|02:55|38|474|STRUELENS, ERIC|AIX       |Out|OUT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||14|02:47|38|475|TOMIDY, ALAN|ALS       |Foul Drawn (4)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||15|02:47|38|476|ITURBE, IKER|AIS       |Foul (2)|CM|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||14|02:47|38|477|TOMIDY, ALAN|ALS       |Missed Free Throw (0/3 -  4 pt)|FTA|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||14|02:47|38|478|TOMIDY, ALAN|ALS       |Free Throw In (1/4 -  5 pt)|FTM|80.0|79.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||12|02:36|38|479|MILIC, MARKO|AIV       |Layup Made (3/3 -  7 pt)|LAYUPMD|80.0|81.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||15|02:25|38|480|GARBAJOSA, JORGE|AHV       |Layup Made (3/3 -  14 pt)|LAYUPMD|82.0|81.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|02:22|38|481|PITTIS, RICCARDO|AIA       |Assist (4)|AS|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||15|02:16|38|482|ITURBE, IKER|AIS       |Foul Drawn (2)|RV|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||15|02:16|38|483|GARBAJOSA, JORGE|AHV       |Foul (3)|CM|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||15|02:16|38|484|ITURBE, IKER|AIS       |Free Throw In (1/1 -  4 pt)|FTM|82.0|82.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||15|02:16|38|485|ITURBE, IKER|AIS       |Free Throw In (2/2 -  5 pt)|FTM|82.0|83.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||15|02:03|38|486|GARBAJOSA, JORGE|AHV       |Three Pointer (3/4 -  17 pt)|3FGM|85.0|83.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|02:01|38|487|PITTIS, RICCARDO|AIA       |Assist (5)|AS|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||12|01:37|39|489|MILIC, MARKO|AIV       |Layup Made (4/4 -  9 pt)|LAYUPMD|85.0|85.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||15|01:35|39|490|ITURBE, IKER|AIS       |Assist (3)|AS|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||10|01:15|39|491|NAUMOSKI, PETAR|AHY       |Missed Three Pointer (3/6 -  19 pt)|3FGA|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||5|01:12|39|492|BROWN, MARCUS|AHT       |Off Rebound (1)|O|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|01:02|39|493|NAUMOSKI, PETAR|AHY       |Two Pointer (2/4 -  21 pt)|2FGM|87.0|85.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||11|00:45|40|495|HERREROS, ALBERTO|AIR       |Turnover (2)|TO|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||7|00:43|40|496|PITTIS, RICCARDO|AIA       |Steal (3)|ST|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||15|00:27|40|497|GARBAJOSA, JORGE|AHV       |Turnover (2)|TO|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||15|00:27|40|498|GARBAJOSA, JORGE|AHV       |Offensive Foul (4)|OF|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||15|00:27|40|499|ITURBE, IKER|AIS       |Foul Drawn (3)|RV|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       |||00:27|40|500||          |Time Out (1)|TOUT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||11|00:27|40|501|SANTOS, ISMAEL|AIB       |In|IN|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|00:27|40|502|PITTIS, RICCARDO|AIA       |Out|OUT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||9|00:13|40|503|MEEK, ERIK|AIU       |Missed Layup (3/4 -  12 pt)|LAYUPATT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||11|00:10|40|504|HERREROS, ALBERTO|AIR       |Off Rebound (2)|O|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||6|00:07|40|505|DJORDJEVIC, ALEKSANDAR|AIP       |Three Pointer (3/3 -  13 pt)|3FGM|87.0|88.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||11|00:05|40|506|HERREROS, ALBERTO|AIR       |Assist (2)|AS|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||10|00:02|40|507|NAUMOSKI, PETAR|AHY       |Missed Three Pointer (3/7 -  21 pt)|3FGAB|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|00:02|40|508|NAUMOSKI, PETAR|AHY       |Shot Rejected (1)|AG|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||11|00:02|40|509|HERREROS, ALBERTO|AIR       |Block (2)|FV|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||10|00:02|40|510|NAUMOSKI, PETAR|AHY       |Off Rebound (1)|O|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|00:02|40|511|NAUMOSKI, PETAR|AHY       |Missed Three Pointer (3/8 -  21 pt)|3FGA|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
          ||||41|514||          |End Game|EG||||0|PALAVERDE|TRE|RMA|104
