CODETEAM|COMMENT|DORSAL|MARKERTIME|MINUTE|NUMBEROFPLAY|PLAYER|PLAYER_ID|PLAYINFO|PLAYTYPE|POINTS_A|POINTS_B|TEAM|TYPE|Stadium|Local|Visitor|Game
EST       ||24|09:52|1|2|GARCES, RUBEN|JJQ       |Missed Layup (0/1 -  0 pt)|LAYUPATT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||11|09:49|1|3|BAGARIC, DALIBOR|AFG       |Def Rebound (1)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|09:30|1|4|DOUGLAS, RUBEN|JJU       |Turnover (1)|TO|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||11|09:15|1|5|BAGARIC, DALIBOR|AFG       |Steal (1)|ST|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|09:15|1|6|GARCES, RUBEN|JJQ       |Turnover (1)|TO|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|09:08|1|7|BASILE, GIANLUCA|ADS       |Missed Layup (0/1 -  0 pt)|LAYUPATT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|09:08|1|8|BASILE, GIANLUCA|ADS       |Shot Rejected (1)|AG|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|09:08|1|9|PATTERSON, ANDRAE|CFE       |Block (1)|FV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|09:08|1|10|VUJANIC, MILOS|AUP       |Off Rebound (1)|O|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|09:00|1|11|VUJANIC, MILOS|AUP       |Missed Three Pointer (0/1 -  0 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|09:00|1|12|PATTERSON, ANDRAE|CFE       |Def Rebound (1)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|08:51|2|14|BASILE, GIANLUCA|ADS       |Foul (1)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|08:51|2|15|JIMENEZ, CARLOS|AAS       |Foul Drawn (1)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|08:38|2|16|JASEN, HERNAN|BIL       |Missed Three Pointer (0/1 -  0 pt)|3FGA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||15|08:38|2|17|LORBEK, ERAZEM|BWL       |Def Rebound (1)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|08:35|2|18|VUJANIC, MILOS|AUP       |Dunk (1/1 -  2 pt)|DUNK||2.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|08:35|2|19|VUJANIC, MILOS|AUP       |Foul Drawn (1)|RV|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|08:35|2|20|JIMENEZ, CARLOS|AAS       |Foul (1)|CM|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|08:35|2|21|VUJANIC, MILOS|AUP       |Missed Free Throw (0/1 -  2 pt)|FTA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|08:28|2|22|VUJANIC, MILOS|AUP       |Missed Two Pointer (1/2 -  2 pt)|2FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|08:25|2|23|GARCES, RUBEN|JJQ       |Def Rebound (1)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|08:14|2|24|GARCES, RUBEN|JJQ       |Missed Layup (0/2 -  0 pt)|LAYUPATT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       |||08:12|2|26||          |Def Rebound (1)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|08:03|2|27|BASILE, GIANLUCA|ADS       |Missed Three Pointer (0/1 -  0 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|07:57|3|29|JIMENEZ, CARLOS|AAS       |Def Rebound (1)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||12|07:52|3|30|AZOFRA, IGNACIO|AAP       |Foul Drawn (1)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|07:52|3|31|VUJANIC, MILOS|AUP       |Foul (1)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|07:39|3|32|PATTERSON, ANDRAE|CFE       |Two Pointer (1/1 -  2 pt)|2FGM|2.0|2.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|07:18|3|33|DOUGLAS, RUBEN|JJU       |Missed Three Pointer (0/1 -  0 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|07:13|3|34|GARCES, RUBEN|JJQ       |Def Rebound (2)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|07:11|3|35|JASEN, HERNAN|BIL       |Turnover (1)|TO|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|07:04|3|36|VUJANIC, MILOS|AUP       |Turnover (1)|TO|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|07:00|3|37|JASEN, HERNAN|BIL       |Turnover (2)|TO|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|07:00|3|38|JASEN, HERNAN|BIL       |Dunk (1/1 -  2 pt)|DUNK|4.0|2.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||11|06:51|4|40|BAGARIC, DALIBOR|AFG       |Missed Layup (0/1 -  0 pt)|LAYUPATT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|06:49|4|41|PATTERSON, ANDRAE|CFE       |Def Rebound (2)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|06:45|4|42|JASEN, HERNAN|BIL       |Missed Three Pointer (0/2 -  2 pt)|3FGA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|06:42|4|43|DOUGLAS, RUBEN|JJU       |Def Rebound (1)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|06:35|4|44|BASILE, GIANLUCA|ADS       |Missed Three Pointer (0/2 -  0 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|06:35|4|45|PATTERSON, ANDRAE|CFE       |Def Rebound (3)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|06:20|4|46|GARCES, RUBEN|JJQ       |Two Pointer (1/3 -  2 pt)|2FGM|6.0|2.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|06:20|4|47|JIMENEZ, CARLOS|AAS       |Assist (1)|AS|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|06:05|4|48|JASEN, HERNAN|BIL       |Steal (1)|ST|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|06:05|4|49|DOUGLAS, RUBEN|JJU       |Turnover (2)|TO|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|05:59|5|51|JASEN, HERNAN|BIL       |Foul Drawn (1)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|05:59|5|52|DOUGLAS, RUBEN|JJU       |Foul (1)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|05:59|5|54|SMODIS, MATJAZ|ALC       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||11|05:59|5|55|BAGARIC, DALIBOR|AFG       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|05:59|5|56|JASEN, HERNAN|BIL       |Free Throw In (1/1 -  3 pt)|FTM|7.0|2.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|05:59|5|57|JASEN, HERNAN|BIL       |Missed Free Throw (1/2 -  3 pt)|FTA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|05:59|5|58|SMODIS, MATJAZ|ALC       |Def Rebound (1)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|05:39|5|59|VUJANIC, MILOS|AUP       |Three Pointer (1/2 -  5 pt)|3FGM|7.0|5.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||12|05:30|5|60|AZOFRA, IGNACIO|AAP       |Turnover (1)|TO|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|05:15|5|61|BASILE, GIANLUCA|ADS       |Missed Three Pointer (0/3 -  0 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|05:15|5|62|PATTERSON, ANDRAE|CFE       |Def Rebound (4)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|04:59|6|64|SMODIS, MATJAZ|ALC       |Foul (1)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|04:59|6|65|GARCES, RUBEN|JJQ       |Foul Drawn (1)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||15|04:59|6|66|ITURBE, IKER|AIS       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|04:59|6|67|LONCAR, NIKOLA|BIU       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|04:59|6|68|PATTERSON, ANDRAE|CFE       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|04:59|6|69|JIMENEZ, CARLOS|AAS       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|04:59|6|70|GARCES, RUBEN|JJQ       |Free Throw In (1/1 -  3 pt)|FTM|8.0|5.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||12|04:59|6|71|AZOFRA, IGNACIO|AAP       |Assist (1)|AS|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|04:59|6|72|GARCES, RUBEN|JJQ       |Missed Free Throw (1/2 -  3 pt)|FTA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|04:59|6|73|DOUGLAS, RUBEN|JJU       |Def Rebound (2)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|04:59|6|75|GARCES, RUBEN|JJQ       |Foul (1)|CM|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|04:59|6|76|SMODIS, MATJAZ|ALC       |Foul Drawn (1)|RV|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||14|04:59|6|77|RANCIK, MARTIN|CWH       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||15|04:59|6|78|LORBEK, ERAZEM|BWL       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|04:59|6|79|SMODIS, MATJAZ|ALC       |Free Throw In (1/1 -  1 pt)|FTM|8.0|6.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|04:59|6|80|SMODIS, MATJAZ|ALC       |Free Throw In (2/2 -  2 pt)|FTM|8.0|7.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|04:44|6|81|JASEN, HERNAN|BIL       |Layup Made (2/2 -  5 pt)|LAYUPMD|10.0|7.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|04:44|6|82|GARCES, RUBEN|JJQ       |Assist (1)|AS|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|04:26|6|83|JASEN, HERNAN|BIL       |Foul (1)|CM|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|04:26|6|84|DOUGLAS, RUBEN|JJU       |Foul Drawn (1)|RV|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||9|04:26|6|85|BELINELLI, MARCO|BCN       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|04:26|6|86|DOUGLAS, RUBEN|JJU       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|04:10|6|87|SMODIS, MATJAZ|ALC       |Two Pointer (1/1 -  4 pt)|2FGM|10.0|9.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||9|04:10|6|88|BELINELLI, MARCO|BCN       |Assist (1)|AS|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|03:53|7|90|LONCAR, NIKOLA|BIU       |Three Pointer (1/1 -  3 pt)|3FGM|13.0|9.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||12|03:53|7|91|AZOFRA, IGNACIO|AAP       |Assist (2)|AS|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|03:38|7|92|SMODIS, MATJAZ|ALC       |Turnover (1)|TO|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|03:35|7|93|LONCAR, NIKOLA|BIU       |Foul Drawn (1)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||9|03:35|7|94|BELINELLI, MARCO|BCN       |Foul (1)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|03:35|7|95|PATTERSON, ANDRAE|CFE       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|03:35|7|96|JIMENEZ, CARLOS|AAS       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|03:35|7|97|GARCES, RUBEN|JJQ       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|03:35|7|98|JASEN, HERNAN|BIL       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||12|03:35|7|99|POZZECCO, GIANMARCO|BCU       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|03:35|7|100|VUJANIC, MILOS|AUP       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|03:35|7|101|LONCAR, NIKOLA|BIU       |Free Throw In (1/1 -  4 pt)|FTM|14.0|9.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|03:35|7|102|LONCAR, NIKOLA|BIU       |Free Throw In (2/2 -  5 pt)|FTM|15.0|9.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||9|03:19|7|103|BELINELLI, MARCO|BCN       |Layup Made (1/1 -  2 pt)|LAYUPMD|15.0|11.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||12|03:19|7|104|POZZECCO, GIANMARCO|BCU       |Assist (1)|AS|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||12|03:13|7|105|AZOFRA, IGNACIO|AAP       |Layup Made (1/1 -  2 pt)|LAYUPMD|17.0|11.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|02:46|8|107|BASILE, GIANLUCA|ADS       |Missed Three Pointer (0/4 -  0 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||12|02:44|8|108|POZZECCO, GIANMARCO|BCU       |Off Rebound (1)|O|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||12|02:43|8|109|POZZECCO, GIANMARCO|BCU       |Layup Made (1/1 -  2 pt)|LAYUPMD|17.0|13.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||15|02:40|8|110|ITURBE, IKER|AIS       |Turnover (1)|TO|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||9|02:40|8|111|BELINELLI, MARCO|BCN       |Steal (1)|ST|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||9|02:33|8|112|BELINELLI, MARCO|BCN       |Missed Three Pointer (0/1 -  2 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|02:32|8|113|PATTERSON, ANDRAE|CFE       |Def Rebound (5)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|02:22|8|114|SMODIS, MATJAZ|ALC       |Foul (2)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|02:22|8|115|JIMENEZ, CARLOS|AAS       |Foul Drawn (2)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||11|02:22|8|116|RODRIGUEZ, SERGIO|CVM       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||12|02:22|8|117|AZOFRA, IGNACIO|AAP       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|02:22|8|118|JIMENEZ, CARLOS|AAS       |Free Throw In (1/1 -  1 pt)|FTM|18.0|13.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|02:22|8|119|JIMENEZ, CARLOS|AAS       |Free Throw In (2/2 -  2 pt)|FTM|19.0|13.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|02:10|8|120|SMODIS, MATJAZ|ALC       |Turnover (2)|TO|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|02:10|8|121|JIMENEZ, CARLOS|AAS       |Steal (1)|ST|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||9|01:58|9|123|BELINELLI, MARCO|BCN       |Foul (2)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|01:58|9|124|JIMENEZ, CARLOS|AAS       |Foul Drawn (3)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|01:58|9|125|DOUGLAS, RUBEN|JJU       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|01:58|9|126|BASILE, GIANLUCA|ADS       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|01:58|9|127|JIMENEZ, CARLOS|AAS       |Free Throw In (3/3 -  3 pt)|FTM|20.0|13.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|01:58|9|128|JIMENEZ, CARLOS|AAS       |Missed Free Throw (3/4 -  3 pt)|FTA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       |||01:58|9|129||          |Def Rebound (2)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|01:42|9|130|SMODIS, MATJAZ|ALC       |Dunk (2/2 -  6 pt)|DUNK|20.0|15.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||12|01:42|9|131|POZZECCO, GIANMARCO|BCU       |Assist (2)|AS|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||14|01:33|9|132|RANCIK, MARTIN|CWH       |Foul (1)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||11|01:33|9|133|RODRIGUEZ, SERGIO|CVM       |Foul Drawn (1)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||11|01:33|9|134|RODRIGUEZ, SERGIO|CVM       |Free Throw In (1/1 -  1 pt)|FTM|21.0|15.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||11|01:33|9|135|RODRIGUEZ, SERGIO|CVM       |Free Throw In (2/2 -  2 pt)|FTM|22.0|15.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|01:21|9|136|SMODIS, MATJAZ|ALC       |Foul Drawn (2)|RV|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|01:21|9|137|PATTERSON, ANDRAE|CFE       |Foul (1)|CM|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|01:21|9|138|SMODIS, MATJAZ|ALC       |Free Throw In (3/3 -  7 pt)|FTM|22.0|16.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|01:21|9|139|SMODIS, MATJAZ|ALC       |Free Throw In (4/4 -  8 pt)|FTM|22.0|17.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||15|01:05|9|140|ITURBE, IKER|AIS       |Missed Three Pointer (0/1 -  0 pt)|3FGA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|01:03|9|141|JIMENEZ, CARLOS|AAS       |Off Rebound (1)|O|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|01:03|9|142|JIMENEZ, CARLOS|AAS       |Layup Made (1/1 -  5 pt)|LAYUPMD|24.0|17.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|00:48|10|144|SMODIS, MATJAZ|ALC       |Three Pointer (1/1 -  11 pt)|3FGM|24.0|20.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||12|00:48|10|145|POZZECCO, GIANMARCO|BCU       |Assist (3)|AS|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|00:38|10|146|LONCAR, NIKOLA|BIU       |Missed Three Pointer (1/2 -  5 pt)|3FGA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|00:38|10|147|SMODIS, MATJAZ|ALC       |Def Rebound (2)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||12|00:29|10|148|POZZECCO, GIANMARCO|BCU       |Missed Layup (1/2 -  2 pt)|LAYUPATT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||12|00:29|10|149|POZZECCO, GIANMARCO|BCU       |Shot Rejected (1)|AG|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|00:29|10|150|JIMENEZ, CARLOS|AAS       |Block (1)|FV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|00:29|10|151|JIMENEZ, CARLOS|AAS       |Def Rebound (2)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|00:22|10|152|LONCAR, NIKOLA|BIU       |Three Pointer (2/3 -  8 pt)|3FGM|27.0|20.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|00:01|10|153|SMODIS, MATJAZ|ALC       |Dunk (3/3 -  13 pt)|DUNK|27.0|22.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
          ||||11|155||          |End Period|EP||||0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|09:00|11|156|GARCES, RUBEN|JJQ       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||15|09:00|11|157|ITURBE, IKER|AIS       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||14|09:44|11|158|RANCIK, MARTIN|CWH       |Missed Two Pointer (0/1 -  0 pt)|2FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|09:42|11|159|DOUGLAS, RUBEN|JJU       |Off Rebound (1)|O|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|09:42|11|160|DOUGLAS, RUBEN|JJU       |Layup Made (1/1 -  2 pt)|LAYUPMD|27.0|24.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||11|09:32|11|161|RODRIGUEZ, SERGIO|CVM       |Missed Three Pointer (0/1 -  2 pt)|3FGA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|09:32|11|162|SMODIS, MATJAZ|ALC       |Foul Drawn (3)|RV|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|09:32|11|163|GARCES, RUBEN|JJQ       |Foul (2)|CM|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       |||09:32|11|164||          |Def Rebound (3)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||11|09:32|11|165|BAGARIC, DALIBOR|AFG       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|09:32|11|166|SMODIS, MATJAZ|ALC       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||14|09:11|11|167|RANCIK, MARTIN|CWH       |Layup Made (1/2 -  2 pt)|LAYUPMD|27.0|26.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|08:55|12|169|PATTERSON, ANDRAE|CFE       |Two Pointer (2/2 -  4 pt)|2FGM|29.0|26.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||14|08:45|12|170|RANCIK, MARTIN|CWH       |Missed Three Pointer (0/1 -  2 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||11|08:45|12|171|BAGARIC, DALIBOR|AFG       |Off Rebound (1)|O|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|08:33|12|172|DOUGLAS, RUBEN|JJU       |Layup Made (2/2 -  4 pt)|LAYUPMD|29.0|28.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||11|08:33|12|173|BAGARIC, DALIBOR|AFG       |Assist (1)|AS|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|08:33|12|174|DOUGLAS, RUBEN|JJU       |Foul Drawn (2)|RV|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|08:33|12|175|JIMENEZ, CARLOS|AAS       |Foul (2)|CM|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||12|08:33|12|176|AZOFRA, IGNACIO|AAP       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
