Player;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Team;Season
Arnas Butkevicius;10;20.5;2.4;4.3;558;0.8;1.7;471;1.6;2.6;615;1.4;2.7;519;0.7;2.1;2.8;1.1;0.9;0.5;1.4;2.2;7.0;Neptunas Klaipeda;15
Simas Galdikas;10;19.3;2.4;3.8;632;0.0;0.0;0;2.4;3.8;632;1.2;1.6;750;1.6;3.1;4.7;0.9;0.8;0.3;1.0;3.5;6.0;Neptunas Klaipeda;15
Mindaugas Girdziunas;10;16.7;1.4;4.5;311;0.2;1.8;111;1.2;2.7;444;1.3;1.3;1000;0.3;1.1;1.4;2.0;0.2;0.0;1.2;1.4;4.3;Neptunas Klaipeda;15
Valdas Vasylius;10;14.8;2.6;5.6;464;0.6;2.3;261;2.0;3.3;606;1.0;1.8;556;0.8;1.8;2.6;0.8;0.2;0.1;0.7;1.5;6.8;Neptunas Klaipeda;15
Egidijus Dimsa;10;13.6;1.8;3.9;462;0.2;1.1;182;1.6;2.8;571;0.6;1.6;375;0.7;1.6;2.3;0.3;0.2;0.1;0.5;2.6;4.4;Neptunas Klaipeda;15
Justas Sinica;10;11.6;1.0;4.5;222;0.9;3.5;257;0.1;1.0;100;0.0;0.0;0;0.4;1.1;1.5;0.7;0.4;0.1;0.6;1.5;2.9;Neptunas Klaipeda;15
Martynas Mazeika;9;23.1;1.7;6.4;259;0.6;2.7;208;1.1;3.8;294;2.2;3.1;714;0.2;1.6;1.8;1.9;0.7;0.1;1.0;2.0;6.1;Neptunas Klaipeda;15
Keith Benson;7;9.9;1.7;3.0;571;0.0;0.0;0;1.7;3.0;571;0.7;0.9;833;1.7;1.7;3.4;0.0;0.4;0.6;0.7;1.1;4.1;Neptunas Klaipeda;15
Vytautas Sarakauskas;1;5.0;1.0;3.0;333;0.0;1.0;0;1.0;2.0;500;0.0;0.0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;Neptunas Klaipeda;15
Raidas Nacius;1;4.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;2.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0;Neptunas Klaipeda;15
Nemanja Gordic;10;27.3;3.7;9.2;402;1.5;3.9;385;2.2;5.3;415;0.7;0.8;875;0.5;1.6;2.1;3.9;2.1;0.0;2.9;3.0;9.6;Cedevita Zagreb;15
Miro Bilan;10;25.4;5.0;9.1;549;0.0;0.1;0;5.0;9.0;556;2.5;3.5;714;2.6;4.0;6.6;1.2;0.4;0.0;1.6;2.9;12.5;Cedevita Zagreb;15
Fran Pilepic;10;23.4;4.1;7.8;526;2.5;4.7;532;1.6;3.1;516;1.0;1.0;1000;0.3;1.1;1.4;1.5;0.6;0.0;1.3;2.6;11.7;Cedevita Zagreb;15
Mario Delas;10;19.4;2.6;5.5;473;0.1;1.1;91;2.5;4.4;568;0.5;0.6;833;1.5;1.6;3.1;0.7;0.4;0.2;1.0;3.2;5.8;Cedevita Zagreb;15
Tomislav Zubcic;10;17.2;2.2;5.7;386;1.4;3.3;424;0.8;2.4;333;1.2;1.5;800;0.8;2.2;3.0;1.2;0.6;0.1;0.9;1.2;7.0;Cedevita Zagreb;15
Marko Arapovic;10;10.3;1.2;2.7;444;0.1;0.7;143;1.1;2.0;550;0.4;0.6;667;0.6;1.1;1.7;0.4;0.1;0.0;0.6;2.1;2.9;Cedevita Zagreb;15
Ivan Ramljak;9;18.9;1.8;3.9;457;0.4;1.3;333;1.3;2.6;522;0.1;0.3;333;0.7;2.2;2.9;1.4;0.8;0.2;0.6;3.0;4.1;Cedevita Zagreb;15
Karlo Zganec;9;8.4;0.4;1.4;308;0.0;0.0;0;0.4;1.4;308;1.2;2.4;500;1.2;1.4;2.7;0.7;0.6;0.0;0.4;1.2;2.1;Cedevita Zagreb;15
Roko Ukic;8;22.4;3.5;9.5;368;1.1;4.0;281;2.4;5.5;432;2.0;2.4;842;0.6;1.4;2.0;4.9;0.4;0.0;2.3;1.0;10.1;Cedevita Zagreb;15
Luka Babic;8;21.9;2.8;7.9;349;1.4;5.0;275;1.4;2.9;478;0.3;0.4;667;0.6;3.0;3.6;2.5;1.0;0.3;1.6;1.8;7.1;Cedevita Zagreb;15
Ante Delas;8;12.5;1.3;3.5;357;0.9;2.3;389;0.4;1.3;300;0.9;0.9;1000;0.1;0.5;0.6;0.8;0.6;0.0;0.4;1.5;4.3;Cedevita Zagreb;15
Lovro Mazalin;7;6.7;0.4;1.3;333;0.0;0.1;0;0.4;1.1;375;0.9;1.3;667;0.0;0.7;0.7;0.4;0.1;0.0;0.4;0.9;1.7;Cedevita Zagreb;15
Marko Tomas;1;25.0;2.0;9.0;222;1.0;5.0;200;1.0;4.0;250;0.0;0.0;0;2.0;2.0;4.0;0.0;1.0;0.0;0.0;3.0;5.0;Cedevita Zagreb;15
Pau Ribas;10;24.1;4.5;9.2;489;1.8;4.1;439;2.7;5.1;529;1.0;1.3;769;0.3;2.0;2.3;3.6;1.1;0.0;0.9;2.6;11.8;Valencia Basket;15
Luke Harangody;10;23.1;3.8;7.1;535;1.7;3.5;486;2.1;3.6;583;1.2;1.2;1000;1.4;3.4;4.8;0.9;0.8;0.6;0.8;1.7;10.5;Valencia Basket;15
Guillem Vives;10;14.9;1.1;3.1;355;0.4;1.5;267;0.7;1.6;438;0.9;0.9;1000;0.4;0.8;1.2;2.8;1.0;0.0;0.8;2.6;3.5;Valencia Basket;15
Rafa Martinez;10;13.3;0.8;3.3;242;0.3;2.2;136;0.5;1.1;455;0.5;0.7;714;0.1;0.7;0.8;0.7;0.5;0.0;0.9;1.3;2.4;Valencia Basket;15
Kresimir Loncar;10;13.1;2.4;5.4;444;0.1;0.4;250;2.3;5.0;460;0.9;1.4;643;1.1;1.5;2.6;1.0;0.8;0.2;1.1;2.4;5.8;Valencia Basket;15
Pablo Aguilar;10;9.9;1.5;3.1;484;0.5;1.9;263;1.0;1.2;833;0.2;0.4;500;0.8;1.5;2.3;0.4;0.4;0.4;0.3;0.7;3.7;Valencia Basket;15
Romain Sato;9;27.2;2.3;6.4;362;0.8;2.7;292;1.6;3.8;412;0.9;1.1;800;1.3;3.4;4.8;1.1;0.9;0.6;1.4;2.6;6.3;Valencia Basket;15
Vladimir Lucic;8;25.8;2.5;5.3;476;1.0;2.4;421;1.5;2.9;522;2.0;2.6;762;0.9;2.4;3.3;0.9;0.9;0.4;0.5;3.3;8.0;Valencia Basket;15
Bojan Dubljevic;8;22.9;5.6;11.0;511;1.5;3.5;429;4.1;7.5;550;2.8;3.0;917;1.3;2.9;4.1;0.9;0.9;0.3;1.0;2.3;15.5;Valencia Basket;15
Sergei Lishouk;6;12.2;1.0;3.0;333;0.0;0.0;0;1.0;3.0;333;1.0;1.5;667;0.7;1.8;2.5;0.2;0.2;0.2;1.2;2.7;3.0;Valencia Basket;15
Sam Van Rossom;5;30.0;4.6;9.8;469;1.4;4.2;333;3.2;5.6;571;0.8;1.4;571;0.4;2.0;2.4;5.0;1.2;0.0;1.4;2.6;11.4;Valencia Basket;15
Nemanja Nedovic;5;19.4;3.0;7.4;405;1.2;3.0;400;1.8;4.4;409;0.8;0.8;1000;0.2;0.8;1.0;3.6;1.4;0.2;2.2;2.0;8.0;Valencia Basket;15
Dwight Buycks;3;20.3;4.3;10.3;419;0.7;2.3;286;3.7;8.0;458;2.7;2.7;1000;0.7;1.3;2.0;2.0;0.3;0.0;2.0;1.3;12.0;Valencia Basket;15
David Guardia;1;3.0;1.0;1.0;1000;0.0;0.0;0;1.0;1.0;1000;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;Valencia Basket;15
Pablo Perez;1;3.0;0.0;1.0;0;0.0;0.0;0;0.0;1.0;0;0.0;0.0;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;Valencia Basket;15
Nobel Boungou-Colo;10;27.9;3.5;9.1;385;0.9;3.8;237;2.6;5.3;491;2.3;2.9;793;1.3;1.5;2.8;2.2;1.1;0.2;2.3;2.5;10.2;Limoges CSP;15
Adrien Moerman;10;27.0;3.5;8.4;417;0.9;3.8;237;2.6;4.6;565;1.3;1.5;867;1.5;5.4;6.9;1.2;0.8;0.2;1.5;1.9;9.2;Limoges CSP;15
Jamar Smith;10;26.1;5.2;10.1;515;2.7;5.9;458;2.5;4.2;595;0.9;1.1;818;0.4;2.2;2.6;3.1;1.2;0.1;1.7;1.0;14.0;Limoges CSP;15
Leo Westermann;10;23.4;2.7;7.3;370;1.4;3.8;368;1.3;3.5;371;0.9;1.0;900;0.7;1.6;2.3;4.3;1.7;0.1;1.9;3.2;7.7;Limoges CSP;15
Ramel Curry;10;21.5;2.8;7.6;368;1.4;4.3;326;1.4;3.3;424;0.9;1.1;818;0.5;1.7;2.2;2.8;1.8;0.0;2.2;1.3;7.9;Limoges CSP;15
JP Batista;10;17.1;3.0;6.6;455;0.0;0.0;0;3.0;6.6;455;1.8;2.2;818;0.9;1.2;2.1;1.0;0.2;0.2;1.0;2.2;7.8;Limoges CSP;15
Trent Plaisted;10;13.2;1.2;2.2;545;0.0;0.0;0;1.2;2.2;545;0.6;1.8;333;1.0;1.6;2.6;0.2;0.4;0.3;0.5;2.0;3.0;Limoges CSP;15
Frejus Zerbo;10;11.4;1.3;2.7;481;0.0;0.0;0;1.3;2.7;481;0.2;0.5;400;1.0;1.0;2.0;0.2;0.4;0.0;0.9;2.0;2.8;Limoges CSP;15
Ousmane Camara;10;10.7;1.0;2.7;370;0.0;0.2;0;1.0;2.5;400;0.7;0.9;778;1.4;1.4;2.8;0.1;0.2;0.2;0.9;0.9;2.7;Limoges CSP;15
James Southerland;9;10.1;0.6;2.2;250;0.3;1.4;231;0.2;0.8;286;0.3;0.4;750;0.0;0.9;0.9;0.1;0.6;0.8;0.4;1.3;1.8;Limoges CSP;15
Pape-Philippe Amagou;4;16.0;1.8;4.0;438;1.3;2.3;556;0.5;1.8;286;0.3;0.5;500;0.3;1.5;1.8;1.5;0.5;0.0;0.5;2.5;5.0;Limoges CSP;15
Steed Tchicamboud;4;13.8;0.8;2.8;273;0.3;1.5;167;0.5;1.3;400;1.5;1.5;1000;0.0;1.3;1.3;1.8;0.0;0.0;2.0;1.8;3.3;Limoges CSP;15
Lamine Kante;2;3.5;0.0;1.5;0;0.0;0.5;0;0.0;1.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;Limoges CSP;15
Nihad Dedovic;10;25.5;4.3;9.8;439;1.2;3.2;375;3.1;6.6;470;1.8;2.2;818;0.5;2.3;2.8;2.4;0.5;0.2;1.1;2.0;11.6;FC Bayern Munich;15
Dusko Savanovic;10;25.2;4.6;10.2;451;1.8;3.9;462;2.8;6.3;444;2.1;2.8;750;1.3;3.1;4.4;1.2;0.7;0.2;1.3;1.6;13.1;FC Bayern Munich;15
John Bryant;10;22.2;4.1;9.0;456;0.3;1.1;273;3.8;7.9;481;2.3;3.0;767;1.8;5.9;7.7;1.5;0.4;0.6;1.9;3.2;10.8;FC Bayern Munich;15
Heiko Schaffartzik;10;21.8;2.8;5.5;509;1.8;3.9;462;1.0;1.6;625;1.4;1.7;824;1.2;1.1;2.3;2.8;0.5;0.0;1.2;2.6;8.8;FC Bayern Munich;15
Vladimir Stimac;10;15.3;2.6;4.8;542;0.1;0.3;333;2.5;4.5;556;1.6;2.4;667;1.1;3.0;4.1;0.6;0.2;0.2;0.5;2.3;6.9;FC Bayern Munich;15
Robin Benzing;8;21.9;2.8;6.4;431;1.0;2.6;381;1.8;3.8;467;1.4;1.8;786;0.9;1.8;2.6;0.9;0.8;0.4;0.5;2.6;7.9;FC Bayern Munich;15
Jan Jagla;8;10.9;0.9;2.3;389;0.4;1.4;273;0.5;0.9;571;0.9;1.1;778;0.6;1.8;2.4;0.1;0.4;0.4;0.6;2.3;3.0;FC Bayern Munich;15
Anton Gavel;7;29.0;2.4;6.6;370;0.7;2.6;278;1.7;4.0;429;2.6;2.9;900;0.4;1.7;2.1;3.3;0.3;0.0;0.3;2.0;8.1;FC Bayern Munich;15
Lucca Staiger;7;12.6;1.0;3.9;259;0.9;3.0;286;0.1;0.9;167;0.1;0.3;500;0.0;1.6;1.6;0.4;0.1;0.0;0.1;1.3;3.0;FC Bayern Munich;15
Vasilije Micic;6;18.0;3.0;6.7;450;0.3;1.7;200;2.7;5.0;533;1.2;1.3;875;0.3;1.2;1.5;3.2;0.5;0.0;2.3;1.3;7.5;FC Bayern Munich;15
Bo McCalebb;5;23.4;3.4;9.8;347;1.0;2.8;357;2.4;7.0;343;2.0;2.4;833;1.6;0.8;2.4;3.6;0.6;0.0;2.0;3.0;9.8;FC Bayern Munich;15
Yassin Idbihi;5;9.0;1.4;1.8;778;0.0;0.0;0;1.4;1.8;778;0.0;0.0;0;0.2;1.0;1.2;0.0;0.0;0.2;0.6;1.4;2.8;FC Bayern Munich;15
Paul Zipser;3;12.7;1.3;2.7;500;0.7;1.3;500;0.7;1.3;500;0.0;0.0;0;0.7;1.0;1.7;0.3;0.3;0.3;1.3;1.7;3.3;FC Bayern Munich;15
Bryce Taylor;2;19.5;1.0;3.5;286;1.0;2.0;500;0.0;1.5;0;2.5;3.0;833;1.0;2.0;3.0;1.5;1.0;0.5;0.0;2.0;5.5;FC Bayern Munich;15
Tony Taylor;10;29.6;3.1;7.4;419;0.6;1.9;316;2.5;5.5;455;3.7;4.4;841;0.1;2.6;2.7;3.8;0.6;0.0;1.6;2.2;10.5;PGE Turow Zgorzelec;15
Damian Kulig;10;25.3;5.8;10.3;563;1.7;3.6;472;4.1;6.7;612;1.9;3.0;633;1.2;4.3;5.5;1.5;0.6;1.1;2.0;3.8;15.2;PGE Turow Zgorzelec;15
Nemanja Jaramaz;10;24.4;2.8;7.2;389;1.3;3.4;382;1.5;3.8;395;2.6;3.0;867;0.9;2.0;2.9;2.9;0.3;0.1;0.8;1.6;9.5;PGE Turow Zgorzelec;15
Vlad Moldoveanu;10;17.2;2.2;5.2;423;1.3;2.8;464;0.9;2.4;375;1.2;1.4;857;0.7;1.6;2.3;0.3;0.5;0.1;0.8;3.4;6.9;PGE Turow Zgorzelec;15
Ivan Zigeranovic;10;10.8;1.8;3.2;563;0.1;0.1;1000;1.7;3.1;548;0.3;0.9;333;0.6;1.6;2.2;0.1;0.4;0.3;1.2;2.1;4.0;PGE Turow Zgorzelec;15
Uros Nikolic;10;8.1;1.3;2.4;542;0.0;0.0;0;1.3;2.4;542;1.1;1.7;647;0.9;1.5;2.4;0.3;0.0;0.1;0.9;2.5;3.7;PGE Turow Zgorzelec;15
Filip Dylewicz;9;18.8;1.3;4.6;293;0.7;2.9;231;0.7;1.7;400;0.2;0.7;333;0.6;2.6;3.1;1.7;0.8;0.6;1.1;1.7;3.6;PGE Turow Zgorzelec;15
Mardy Collins;8;30.1;5.1;12.3;418;0.8;3.3;231;4.4;9.0;486;1.4;2.6;524;1.1;3.3;4.4;3.9;1.9;0.3;2.5;2.5;12.4;PGE Turow Zgorzelec;15
Michal Chylinski;8;23.5;2.8;6.3;440;1.5;3.5;429;1.3;2.8;455;0.3;0.3;1000;0.4;1.1;1.5;2.5;0.3;0.0;1.9;2.4;7.3;PGE Turow Zgorzelec;15
Chris Wright;8;21.0;3.8;6.3;600;0.3;0.9;286;3.5;5.4;651;1.1;1.5;750;1.6;2.8;4.4;0.3;0.5;1.0;1.1;2.5;8.9;PGE Turow Zgorzelec;15
Jakub Karolak;4;5.3;0.5;1.3;400;0.3;0.8;333;0.3;0.5;500;0.0;0.0;0;0.0;0.8;0.8;0.0;0.3;0.0;0.0;1.0;1.3;PGE Turow Zgorzelec;15
Lukasz Wisniewski;3;15.7;1.7;2.3;714;0.0;0.3;0;1.7;2.0;833;0.0;0.0;0;0.3;0.7;1.0;1.7;0.3;0.3;1.0;1.7;3.3;PGE Turow Zgorzelec;15
Michael Gospodarek;2;5.5;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;PGE Turow Zgorzelec;15
David Logan;10;29.1;4.3;12.3;350;2.4;7.2;333;1.9;5.1;373;0.9;1.3;692;0.2;1.9;2.1;2.8;2.3;0.0;1.4;1.7;11.9;Banco di Sardegna Sassari;15
Jerome Dyson;10;23.9;3.6;10.2;353;1.3;4.5;289;2.3;5.7;404;1.7;3.2;531;0.9;1.6;2.5;3.0;1.7;0.1;3.4;2.9;10.2;Banco di Sardegna Sassari;15
Shane Lawal;10;23.0;3.7;6.0;617;0.0;0.0;0;3.7;6.0;617;1.6;3.4;471;4.3;3.0;7.3;1.4;1.5;1.5;1.7;2.7;9.0;Banco di Sardegna Sassari;15
Edgar Sosa;10;22.9;3.5;9.7;361;1.1;3.9;282;2.4;5.8;414;2.3;3.2;719;0.2;1.2;1.4;4.2;0.3;0.0;2.8;2.1;10.4;Banco di Sardegna Sassari;15
Miroslav Todic;10;19.7;2.6;7.7;338;1.1;3.7;297;1.5;4.0;375;0.8;1.6;500;1.9;2.9;4.8;0.7;0.7;0.2;0.6;2.0;7.1;Banco di Sardegna Sassari;15
Jeff Brooks;8;29.1;3.5;6.6;528;1.0;2.1;471;2.5;4.5;556;1.3;1.6;769;1.8;3.3;5.0;1.3;2.0;0.6;0.6;2.1;9.3;Banco di Sardegna Sassari;15
Rakim Sanders;8;27.6;4.9;12.0;406;1.8;5.4;326;3.1;6.6;472;1.9;3.0;625;0.6;2.4;3.0;0.5;0.9;0.0;1.4;4.0;13.4;Banco di Sardegna Sassari;15
Brian Sacchetti;8;13.1;0.8;2.3;333;0.6;1.9;333;0.1;0.4;333;0.3;0.3;1000;1.0;1.6;2.6;1.4;0.6;0.0;0.5;1.4;2.4;Banco di Sardegna Sassari;15
Giacomo Devecchi;7;16.1;1.3;3.1;409;0.4;1.1;375;0.9;2.0;429;0.1;0.3;500;0.4;1.0;1.4;0.7;0.9;0.0;0.4;1.9;3.1;Banco di Sardegna Sassari;15
Manuel Vanuzzo;5;4.6;0.0;0.4;0;0.0;0.4;0;0.0;0.0;0;0.0;0.0;0;0.4;0.2;0.6;0.0;0.2;0.0;0.4;0.8;0.0;Banco di Sardegna Sassari;15
Massimo Chessa;4;10.0;1.5;3.0;500;1.0;1.8;571;0.5;1.3;400;1.5;2.0;750;0.0;0.0;0.0;0.8;1.0;0.3;0.0;1.3;5.5;Banco di Sardegna Sassari;15
Matteo Formenti;3;9.0;1.3;3.0;444;0.7;2.0;333;0.7;1.0;667;0.0;0.0;0;0.0;1.0;1.0;0.3;0.3;0.0;0.0;2.0;3.3;Banco di Sardegna Sassari;15
Marco Cusin;2;15.5;2.5;2.5;1000;0.0;0.0;0;2.5;2.5;1000;0.0;0.0;0;0.5;2.0;2.5;0.5;0.0;1.0;0.5;2.5;5.0;Banco di Sardegna Sassari;15
Cheikh Mbodj;1;20.0;3.0;5.0;600;0.0;0.0;0;3.0;5.0;600;2.0;4.0;500;2.0;2.0;4.0;0.0;0.0;3.0;0.0;2.0;8.0;Banco di Sardegna Sassari;15
