Player;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Team;Season
Alexey Shved;24;26.6;5.3;12.8;409;2.4;6.8;348;2.9;6.0;479;3.0;4.1;737;0.4;2.4;2.8;4.0;1.3;0.3;2.0;2.4;15.9;Khimki Moscow Region;16
Sergey Monia;24;23.9;2.3;5.8;391;1.3;3.8;356;0.9;2.0;458;0.4;0.5;909;0.7;2.4;3.1;1.6;0.8;0.9;1.3;3.0;6.3;Khimki Moscow Region;16
Petteri Koponen;24;19.5;3.0;7.0;426;1.3;3.5;381;1.7;3.5;471;1.2;1.4;879;0.3;1.3;1.6;2.3;0.5;0.0;1.2;1.8;8.5;Khimki Moscow Region;16
Zoran Dragic;24;16.7;3.0;6.0;490;0.9;2.7;338;2.0;3.3;613;1.2;1.9;622;0.7;1.8;2.5;0.8;0.8;0.0;0.9;2.0;8.0;Khimki Moscow Region;16
James Augustine;23;27.8;4.9;7.3;673;0.1;0.3;375;4.8;7.0;688;1.0;1.7;600;2.6;4.1;6.7;1.7;1.0;1.0;1.1;1.7;11.0;Khimki Moscow Region;16
Tyler Honeycutt;23;19.7;2.2;4.3;520;0.6;1.7;359;1.6;2.6;627;0.9;1.4;636;2.0;4.1;6.1;1.1;0.8;1.0;0.7;1.8;6.0;Khimki Moscow Region;16
Egor Vyaltsev;20;10.6;1.0;2.7;358;0.7;1.6;438;0.3;1.1;238;0.8;1.0;842;0.1;1.0;1.1;0.6;0.5;0.1;0.7;2.1;3.4;Khimki Moscow Region;16
Marko Todorovic;16;15.6;1.8;3.4;527;0.0;0.2;0;1.8;3.3;558;1.4;1.9;733;1.4;2.3;3.8;0.7;0.5;0.7;0.8;2.7;5.0;Khimki Moscow Region;16
Paul Davis;13;15.2;3.8;7.5;510;0.1;0.1;1000;3.8;7.5;505;1.3;1.9;680;0.8;2.7;3.5;0.8;1.1;0.5;0.7;1.9;9.1;Khimki Moscow Region;16
Stanislav Ilnitskiy;8;9.3;0.3;0.9;286;0.1;0.8;167;0.1;0.1;1000;0.3;0.3;1000;0.5;1.3;1.8;0.3;0.4;0.0;0.4;1.6;0.9;Khimki Moscow Region;16
Josh Boone;6;17.2;2.5;4.0;625;0.0;0.2;0;2.5;3.8;652;0.7;1.8;364;1.7;3.2;4.8;0.5;0.2;0.3;0.7;2.3;5.7;Khimki Moscow Region;16
Dimitri Sokolov;6;10.2;2.0;2.5;800;0.0;0.0;0;2.0;2.5;800;1.2;2.2;538;1.7;2.2;3.8;0.0;0.0;0.7;1.5;2.7;5.2;Khimki Moscow Region;16
Maxim Sheleketo;4;6.0;0.3;0.5;500;0.0;0.3;0;0.3;0.3;1000;0.5;1.0;500;0.5;0.8;1.3;0.5;0.3;0.3;0.0;0.3;1.0;Khimki Moscow Region;16
Ruslan Pateev;1;7.0;2.0;3.0;667;0.0;0.0;0;2.0;3.0;667;0.0;1.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;4.0;Khimki Moscow Region;16
Thomas Heurtel;24;27.4;4.4;8.9;498;1.5;3.4;427;3.0;5.5;542;2.4;3.0;803;0.4;2.5;2.9;7.9;0.8;0.0;3.3;1.8;12.7;Anadolu Efes;16
Derrick Brown;24;23.2;3.8;8.5;451;0.4;1.6;256;3.4;6.9;497;1.7;2.7;631;1.7;3.6;5.3;1.4;0.5;0.5;1.3;1.3;9.8;Anadolu Efes;16
Dario Saric;24;22.5;4.3;8.6;500;1.2;3.0;403;3.1;5.6;552;1.9;2.0;939;1.5;4.3;5.8;1.5;0.5;0.5;1.5;2.5;11.7;Anadolu Efes;16
Bryant Dunston;24;21.0;2.8;4.6;604;0.0;0.0;0;2.8;4.6;604;2.3;3.5;655;2.1;2.9;5.0;1.2;0.5;1.1;1.2;2.7;7.9;Anadolu Efes;16
Alex Tyus;24;12.6;2.4;4.5;537;0.0;0.0;0;2.4;4.5;542;1.0;2.3;446;1.3;1.8;3.0;0.3;0.3;1.0;1.0;1.5;5.9;Anadolu Efes;16
Jayson Granger;23;26.3;3.8;9.7;395;1.2;3.9;315;2.6;5.8;448;1.3;2.0;689;0.5;2.6;3.1;3.9;0.7;0.0;1.7;2.1;10.2;Anadolu Efes;16
Cedi Osman;23;20.0;2.7;6.2;441;1.2;3.1;380;1.6;3.1;500;1.3;1.7;763;1.0;2.0;3.1;0.7;0.9;0.1;0.8;1.5;7.9;Anadolu Efes;16
Jon Diebler;21;26.7;3.3;6.5;515;2.5;5.0;495;0.9;1.5;581;1.1;1.3;821;0.7;1.2;1.9;1.7;0.4;0.0;0.8;2.9;10.2;Anadolu Efes;16
Birkan Batuk;20;14.6;1.4;3.4;412;1.2;2.9;421;0.2;0.6;364;0.5;0.8;600;0.4;0.9;1.3;0.5;0.6;0.1;0.5;2.9;4.5;Anadolu Efes;16
Furkan Korkmaz;19;8.8;0.9;2.4;391;0.6;1.4;423;0.4;1.1;350;0.2;0.4;571;0.3;0.6;0.9;0.5;0.1;0.2;0.4;1.4;2.7;Anadolu Efes;16
Dogus Balbay;18;4.6;0.3;0.8;333;0.1;0.2;250;0.2;0.6;364;0.0;0.1;0;0.1;0.3;0.4;0.5;0.2;0.0;0.3;0.8;0.6;Anadolu Efes;16
Ahmet Duverioglu;10;4.1;0.9;1.4;643;0.0;0.0;0;0.9;1.4;643;0.1;0.2;500;0.6;0.6;1.2;0.2;0.1;0.1;0.2;1.3;1.9;Anadolu Efes;16
Elijah Johnson;4;16.3;2.8;5.3;524;1.0;3.3;308;1.8;2.0;875;0.5;0.5;1000;0.3;2.5;2.8;0.8;0.0;0.0;0.5;1.5;7.0;Anadolu Efes;16
Ogulcan Baykan;2;9.0;0.5;1.0;500;0.0;0.5;0;0.5;0.5;1000;0.0;0.0;0;0.5;1.0;1.5;0.0;0.0;0.0;2.0;0.5;1.0;Anadolu Efes;16
Emircan Kosut;1;1.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;2.0;2.0;1000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;Anadolu Efes;16
Brad Wanamaker;24;28.8;4.4;9.8;445;1.2;3.2;368;3.2;6.7;481;2.3;3.0;775;0.2;3.9;4.1;4.0;1.3;0.1;2.4;2.8;12.2;Brose Baskets Bamberg;16
Nikos Zisis;24;25.9;3.7;8.0;461;1.1;2.8;388;2.6;5.2;500;1.7;2.1;800;0.4;2.3;2.7;3.6;0.4;0.0;1.9;1.8;10.1;Brose Baskets Bamberg;16
Darius Miller;24;24.8;3.4;7.3;471;1.3;3.2;403;2.1;4.0;526;1.3;1.4;909;0.4;2.0;2.4;1.7;0.3;0.5;1.3;2.8;9.4;Brose Baskets Bamberg;16
Janis Strelnieks;24;24.2;3.3;6.9;476;1.5;3.7;404;1.8;3.2;558;1.8;1.9;913;0.3;1.7;2.0;3.3;0.7;0.0;1.4;1.9;9.8;Brose Baskets Bamberg;16
Daniel Theis;24;19.6;3.4;6.4;536;0.6;1.5;389;2.8;4.9;581;1.8;2.3;764;1.3;3.0;4.4;0.5;0.5;0.6;1.0;3.3;9.2;Brose Baskets Bamberg;16
Nicolo Melli;23;29.0;3.1;6.7;468;1.0;2.3;453;2.1;4.4;475;1.9;2.3;815;1.2;5.3;6.5;2.7;0.9;0.7;1.5;2.8;9.2;Brose Baskets Bamberg;16
Patrick Heckmann;23;13.2;1.4;2.6;542;0.5;1.0;458;0.9;1.5;600;0.9;1.3;667;0.5;1.5;2.0;0.8;0.3;0.2;0.7;1.9;4.1;Brose Baskets Bamberg;16
Lucca Staiger;21;7.0;0.9;2.4;380;0.7;2.1;341;0.2;0.3;667;0.0;0.0;0;0.2;0.3;0.6;0.2;0.2;0.0;0.2;0.8;2.5;Brose Baskets Bamberg;16
Elias Harris;20;9.2;1.8;3.2;571;0.1;0.2;500;1.7;3.0;576;0.9;1.1;773;0.9;1.6;2.4;0.3;0.2;0.0;0.5;2.0;4.6;Brose Baskets Bamberg;16
Leon Radosevic;19;18.5;2.8;5.1;552;0.0;0.0;0;2.8;5.1;552;1.9;2.7;712;1.6;1.9;3.5;0.6;0.3;0.4;0.9;2.2;7.5;Brose Baskets Bamberg;16
Yassin Idbihi;13;4.5;0.5;1.2;467;0.0;0.0;0;0.5;1.2;467;0.2;0.2;1000;0.2;0.2;0.4;0.0;0.0;0.0;0.3;0.8;1.2;Brose Baskets Bamberg;16
Aleksej Nikolic;12;5.1;0.3;0.9;364;0.3;0.7;375;0.1;0.3;333;0.2;0.2;1000;0.0;0.2;0.2;0.3;0.1;0.0;0.2;0.8;1.1;Brose Baskets Bamberg;16
Gabe Olaseni;5;13.2;1.0;2.4;417;0.0;0.0;0;1.0;2.4;417;0.4;0.4;1000;1.2;1.6;2.8;0.6;0.2;0.2;1.2;2.4;2.4;Brose Baskets Bamberg;16
Vangelis Mantzaris;24;22.9;2.0;5.0;405;1.4;3.2;447;0.6;1.9;333;1.0;1.3;719;0.3;2.5;2.8;2.0;0.7;0.0;1.0;2.6;6.5;Olympiacos Piraeus;16
Daniel Hackett;24;19.9;2.5;5.6;444;0.9;2.3;393;1.6;3.3;481;2.2;2.7;813;0.1;2.2;2.3;2.3;0.8;0.1;1.5;2.7;8.1;Olympiacos Piraeus;16
Ioannis Papapetrou;24;19.0;2.1;4.9;432;0.7;1.7;400;1.5;3.3;449;0.8;1.1;692;0.8;1.9;2.7;0.7;0.7;0.3;1.0;2.0;5.7;Olympiacos Piraeus;16
D.J. Strawberry;23;20.4;2.2;5.6;398;0.6;2.4;255;1.6;3.2;507;1.1;1.6;703;0.9;2.3;3.1;1.6;1.0;0.3;0.9;2.2;6.2;Olympiacos Piraeus;16
Othello Hunter;22;21.1;3.9;6.8;567;0.0;0.0;0;3.9;6.8;567;1.6;2.5;643;2.9;3.1;6.0;0.5;0.7;0.3;1.2;2.9;9.4;Olympiacos Piraeus;16
Georgios Printezis;21;25.0;5.5;10.8;513;1.0;2.6;364;4.6;8.1;561;2.1;3.0;698;1.6;4.0;5.5;1.3;0.5;0.2;1.0;1.9;14.1;Olympiacos Piraeus;16
Vassilis Spanoulis;20;27.0;3.5;10.9;318;1.3;5.0;260;2.2;5.9;368;3.0;4.3;706;0.3;1.2;1.5;5.4;0.4;0.0;2.9;2.1;11.2;Olympiacos Piraeus;16
Nikola Milutinov;18;10.8;1.4;2.7;542;0.0;0.0;0;1.4;2.7;542;0.8;1.0;778;1.4;1.3;2.7;0.3;0.3;0.7;0.6;2.6;3.7;Olympiacos Piraeus;16
Dimitrios Agravanis;17;12.2;1.3;3.5;373;0.4;1.4;250;0.9;2.1;457;0.7;1.1;667;0.9;1.4;2.2;0.4;0.3;0.4;0.6;1.7;3.6;Olympiacos Piraeus;16
Ioannis Athinaiou;16;12.1;1.0;2.9;348;0.8;2.1;382;0.2;0.8;250;0.4;0.5;750;0.1;1.1;1.3;1.1;0.3;0.0;0.3;1.3;3.2;Olympiacos Piraeus;16
Darius Johnson-Odom;12;13.9;1.2;4.0;292;0.7;1.6;421;0.5;2.4;207;1.1;1.7;650;0.4;1.0;1.4;1.5;0.3;0.1;0.6;1.5;4.1;Olympiacos Piraeus;16
Matt Lojeski;11;21.6;3.6;7.2;506;1.6;3.6;450;2.0;3.5;564;1.2;1.5;813;1.1;2.5;3.5;2.5;0.5;0.1;0.8;1.5;10.1;Olympiacos Piraeus;16
Kostas Papanikolaou;7;19.0;2.3;5.6;410;0.3;2.4;118;2.0;3.1;636;1.0;1.7;583;1.3;3.0;4.3;1.0;0.6;0.4;0.7;2.7;5.9;Olympiacos Piraeus;16
Michalis Tsairelis;6;9.0;1.0;2.7;375;0.0;0.3;0;1.0;2.3;429;0.0;0.0;0;0.7;0.7;1.3;0.3;0.0;0.2;0.7;0.8;2.0;Olympiacos Piraeus;16
Hakim Warrick;6;8.5;1.3;3.0;444;0.0;0.0;0;1.3;3.0;444;1.7;2.3;714;1.5;1.3;2.8;0.5;0.0;0.0;0.3;0.8;4.3;Olympiacos Piraeus;16
Patric Young;5;19.6;4.0;5.6;714;0.0;0.0;0;4.0;5.6;714;2.8;4.2;667;2.2;2.8;5.0;0.4;1.2;2.6;1.2;2.4;10.8;Olympiacos Piraeus;16
Shawn James;5;6.4;1.4;3.0;467;0.0;0.2;0;1.4;2.8;500;0.6;0.6;1000;0.8;0.8;1.6;0.0;0.0;0.0;0.4;1.6;3.4;Olympiacos Piraeus;16
Vassilis Toliopoulos;1;1.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;2.0;2.0;1000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;Olympiacos Piraeus;16
Vasillis Mouratos;1;1.0;0.0;1.0;0;0.0;0.0;0;0.0;1.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Olympiacos Piraeus;16
Jamon Gordon;24;24.5;3.3;7.6;429;0.7;1.8;395;2.5;5.8;439;1.0;1.2;793;0.5;2.1;2.6;3.5;1.6;0.2;1.9;2.4;8.2;Darussafaka Dogus Istanbul;16
Reggie Redding;24;21.9;2.5;5.7;431;0.5;1.5;324;2.0;4.2;470;1.4;1.9;717;1.0;2.0;3.0;2.5;0.8;0.2;1.4;2.0;6.8;Darussafaka Dogus Istanbul;16
Milko Bjelica;24;19.1;2.6;6.0;434;0.7;2.0;354;1.9;4.0;474;1.6;2.3;679;1.0;2.4;3.4;0.8;0.4;0.1;1.1;1.6;7.5;Darussafaka Dogus Istanbul;16
Semih Erden;24;18.4;3.5;6.0;594;0.0;0.0;0;3.5;6.0;594;1.9;3.5;536;1.5;3.2;4.8;0.7;0.4;1.0;1.7;2.1;9.0;Darussafaka Dogus Istanbul;16
Marcus Slaughter;24;16.0;1.5;2.4;632;0.0;0.0;0;1.5;2.4;632;1.5;2.1;740;1.3;2.5;3.8;0.8;0.6;0.9;1.5;2.0;4.5;Darussafaka Dogus Istanbul;16
Luke Harangody;23;20.7;3.9;7.0;559;1.4;2.8;500;2.5;4.2;598;0.4;0.6;714;1.0;3.3;4.3;0.6;0.4;0.2;0.8;1.5;9.7;Darussafaka Dogus Istanbul;16
Manuchar Markoishvili;22;20.3;2.4;6.0;394;1.0;3.2;329;1.3;2.8;468;0.5;0.6;714;0.4;0.7;1.1;1.4;0.9;0.0;0.9;2.9;6.2;Darussafaka Dogus Istanbul;16
Ender Arslan;21;14.0;1.5;4.0;386;0.8;2.7;304;0.7;1.3;556;0.6;1.2;520;0.1;0.6;0.8;1.3;0.1;0.0;1.2;1.3;4.5;Darussafaka Dogus Istanbul;16
Scottie Wilbekin;20;21.4;3.5;9.2;377;1.8;5.2;350;1.7;4.0;413;1.6;2.1;756;0.2;1.3;1.5;2.3;1.0;0.1;1.6;2.2;10.3;Darussafaka Dogus Istanbul;16
Emir Preldzic;20;18.1;1.5;4.2;345;0.6;2.2;273;0.9;2.0;425;1.1;1.9;579;0.9;2.6;3.4;2.9;0.5;0.2;1.4;1.3;4.6;Darussafaka Dogus Istanbul;16
Mehmet Yagmur;13;13.8;1.8;4.1;453;0.6;2.0;308;1.2;2.1;593;0.4;0.7;556;0.2;0.8;1.0;1.6;0.4;0.1;0.8;1.5;4.7;Darussafaka Dogus Istanbul;16
Furkan Aldemir;13;9.2;1.5;2.1;704;0.0;0.0;0;1.5;2.1;704;0.3;0.8;400;1.3;1.5;2.8;0.3;0.2;0.5;0.7;1.3;3.2;Darussafaka Dogus Istanbul;16
Serhat Cetin;7;10.1;1.0;2.4;412;0.6;1.3;444;0.4;1.1;375;0.7;0.9;833;0.0;0.7;0.7;0.6;0.0;0.0;0.7;1.0;3.3;Darussafaka Dogus Istanbul;16
Metin Turen;4;7.3;0.8;2.0;375;0.5;1.0;500;0.3;1.0;250;1.0;1.0;1000;0.0;0.5;0.5;0.5;0.3;0.0;0.3;0.5;3.0;Darussafaka Dogus Istanbul;16
Oguz Savas;3;6.3;1.3;2.0;667;0.0;0.0;0;1.3;2.0;667;1.3;1.3;1000;0.3;1.0;1.3;0.0;0.3;0.0;1.3;1.3;4.0;Darussafaka Dogus Istanbul;16
Dogus Ozdemiroglu;1;6.0;0.0;1.0;0;0.0;1.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Darussafaka Dogus Istanbul;16
Will Thomas;24;23.0;2.9;6.7;429;0.5;2.2;212;2.4;4.5;532;1.9;2.3;833;1.8;2.8;4.6;1.2;0.6;0.1;0.8;1.3;8.1;Unicaja Malaga;16
Edwin Jackson;24;20.1;2.9;7.3;392;1.7;5.1;328;1.2;2.3;537;1.5;1.8;857;0.3;1.1;1.4;2.5;0.2;0.0;1.6;0.7;8.9;Unicaja Malaga;16
Carlos Suarez;24;18.5;1.1;3.7;307;0.6;2.3;255;0.5;1.4;394;1.0;1.4;735;1.0;2.5;3.5;1.8;0.8;0.2;1.1;1.6;3.9;Unicaja Malaga;16
Daniel Diez;24;18.3;1.8;3.7;494;0.8;2.0;396;1.0;1.7;610;0.5;0.7;750;1.0;2.5;3.5;0.4;0.4;0.0;0.6;0.8;5.0;Unicaja Malaga;16
Alberto Diaz;24;14.1;0.8;2.3;327;0.4;1.4;273;0.4;0.9;409;0.2;0.3;714;0.2;0.6;0.8;1.2;0.7;0.0;0.8;2.3;2.1;Unicaja Malaga;16
Mindaugas Kuzminskas;23;21.3;4.4;9.1;486;1.3;3.3;377;3.2;5.8;549;1.9;2.3;827;1.8;1.7;3.4;1.0;0.6;0.3;1.7;1.4;12.0;Unicaja Malaga;16
Nemanja Nedovic;23;15.1;2.7;6.8;391;1.0;3.7;279;1.6;3.0;529;1.0;1.4;750;0.1;0.7;0.8;1.9;0.3;0.1;1.3;1.7;7.4;Unicaja Malaga;16
Fran Vazquez;23;14.8;2.4;4.7;523;0.0;0.0;0;2.4;4.7;523;0.5;0.7;750;0.9;1.8;2.7;0.2;0.2;0.3;0.7;2.2;5.4;Unicaja Malaga;16
Richard Hendrix;16;21.1;4.0;7.1;566;0.1;0.3;250;3.9;6.8;578;0.9;1.9;500;2.3;3.9;6.2;1.8;0.7;0.8;1.4;2.7;9.0;Unicaja Malaga;16
Jamar Smith;15;21.3;2.9;8.2;358;1.5;3.8;386;1.5;4.4;333;0.5;0.5;875;0.5;0.9;1.3;2.4;0.8;0.0;1.4;2.1;7.8;Unicaja Malaga;16
DeMarcus Nelson;14;17.9;2.6;5.9;434;0.6;1.6;348;2.0;4.3;467;0.4;0.8;545;0.7;1.4;2.1;2.4;1.1;0.1;1.4;1.9;6.1;Unicaja Malaga;16
Jack Cooley;14;13.5;2.1;3.6;600;0.0;0.0;0;2.1;3.6;600;2.0;3.1;636;2.4;1.9;4.3;0.5;0.6;0.4;0.9;2.2;6.3;Unicaja Malaga;16
Stefan Markovic;10;22.4;1.1;3.5;314;0.5;2.4;208;0.6;1.1;545;0.9;1.1;818;0.4;1.7;2.1;4.9;0.5;0.0;1.4;1.9;3.6;Unicaja Malaga;16
Kenan Karahodzic;7;4.0;0.6;0.9;667;0.3;0.6;500;0.3;0.3;1000;0.0;0.0;0;0.1;0.0;0.1;0.4;0.0;0.0;0.4;0.4;1.4;Unicaja Malaga;16
Rares Uta;4;1.8;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.3;0.3;0.3;0.0;0.0;0.3;0.8;0.0;Unicaja Malaga;16
German Gabriel;2;5.0;1.5;3.0;500;0.0;0.5;0;1.5;2.5;600;2.5;3.0;833;0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.5;5.5;Unicaja Malaga;16
James White;24;28.3;3.5;7.3;472;0.6;2.0;298;2.9;5.4;535;1.9;2.3;804;0.7;3.8;4.5;1.9;0.8;0.1;1.0;2.5;9.4;Cedevita Zagreb;16
Miro Bilan;24;26.0;5.5;10.0;546;0.1;0.4;333;5.3;9.6;554;2.1;3.3;625;2.2;4.0;6.1;2.0;0.7;0.3;2.0;2.3;13.1;Cedevita Zagreb;16
Jacob Pullen;24;24.3;4.5;10.9;412;1.9;5.7;328;2.6;5.2;504;2.7;3.3;800;0.4;1.2;1.6;2.8;0.9;0.0;2.4;1.5;13.5;Cedevita Zagreb;16
Marko Arapovic;23;21.0;3.2;6.8;471;0.7;2.3;278;2.6;4.5;573;1.0;1.4;688;1.7;2.5;4.2;1.0;0.3;0.2;1.0;2.3;8.0;Cedevita Zagreb;16
Luka Babic;22;28.7;3.2;7.5;427;1.0;3.4;311;2.1;4.1;522;1.3;1.9;667;0.5;4.2;4.7;2.2;0.7;0.0;1.7;2.1;8.7;Cedevita Zagreb;16
Fran Pilepic;22;18.0;2.2;4.5;500;1.4;2.9;484;0.8;1.5;529;0.5;0.5;1000;0.3;1.0;1.3;0.9;0.4;0.0;0.9;1.9;6.4;Cedevita Zagreb;16
Nemanja Gordic;21;19.2;1.7;5.0;337;0.4;1.7;250;1.2;3.2;382;0.8;1.0;810;0.1;1.2;1.3;3.1;0.3;0.0;1.9;1.9;4.6;Cedevita Zagreb;16
Karlo Zganec;21;14.0;0.9;1.9;475;0.0;0.0;0;0.9;1.9;475;0.9;1.2;692;1.0;1.5;2.4;0.6;0.4;0.1;0.9;2.6;2.7;Cedevita Zagreb;16
Henry Walker;16;14.5;1.6;4.6;351;0.9;2.7;349;0.7;1.9;355;1.0;1.4;727;0.6;1.7;2.3;0.8;0.6;0.3;0.7;2.1;5.2;Cedevita Zagreb;16
Luka Zoric;16;13.0;2.0;4.6;438;0.0;0.0;0;2.0;4.6;438;1.3;1.4;909;0.7;1.4;2.1;0.6;0.3;0.3;0.9;2.3;5.3;Cedevita Zagreb;16
Dzanan Musa;10;7.8;1.0;2.8;357;0.3;1.2;250;0.7;1.6;438;0.4;0.6;667;0.4;0.9;1.3;0.7;0.2;0.1;0.7;1.1;2.7;Cedevita Zagreb;16
Lovro Mazalin;8;8.0;0.9;1.0;875;0.0;0.0;0;0.9;1.0;875;0.4;0.5;750;0.3;0.4;0.6;0.3;0.1;0.1;0.6;1.3;2.1;Cedevita Zagreb;16
Toni Katic;7;11.4;0.9;1.9;462;0.1;0.6;250;0.7;1.3;556;1.6;1.9;846;0.1;1.0;1.1;1.9;0.1;0.0;1.0;1.3;3.4;Cedevita Zagreb;16
Tomislav Zubcic;2;22.0;3.5;7.5;467;1.0;4.5;222;2.5;3.0;833;1.5;2.0;750;1.0;4.5;5.5;0.5;1.0;0.0;1.5;3.0;9.5;Cedevita Zagreb;16
Edgaras Ulanovas;24;26.3;2.0;5.4;372;0.5;1.6;342;1.5;3.8;385;1.8;2.0;875;1.5;3.0;4.5;2.0;0.7;0.2;1.1;2.0;6.3;Zalgiris Kaunus;16
Paulius Jankunas;24;25.6;4.5;9.1;495;0.5;1.8;310;4.0;7.3;540;2.8;3.3;838;1.4;4.8;6.2;1.5;0.9;0.2;1.8;2.8;12.3;Zalgiris Kaunus;16
Olivier Hanlan;24;21.1;2.8;7.5;376;1.0;2.7;359;1.9;4.9;385;1.3;1.9;711;0.5;1.8;2.3;1.6;0.7;0.0;1.3;2.4;8.0;Zalgiris Kaunus;16
Ian Vouyoukas;24;20.4;4.0;7.5;542;0.0;0.0;0;4.0;7.5;542;3.0;3.5;857;1.7;3.0;4.7;1.3;0.5;0.6;1.3;3.0;11.1;Zalgiris Kaunus;16
Brock Motum;24;17.3;2.7;5.6;485;0.5;1.5;351;2.2;4.0;536;0.8;1.0;750;1.1;1.7;2.8;0.5;0.5;0.0;1.3;1.5;6.7;Zalgiris Kaunus;16
Renaldas Seibutis;21;22.4;2.8;6.7;414;0.7;2.2;319;2.0;4.4;462;1.8;2.1;822;0.3;1.8;2.1;1.5;0.4;0.1;2.0;2.9;8.0;Zalgiris Kaunus;16
Lukas Lekavicius;21;14.4;1.6;3.8;418;0.8;1.5;516;0.8;2.3;354;0.7;0.9;737;0.1;1.0;1.1;1.3;0.9;0.0;1.3;2.2;4.6;Zalgiris Kaunus;16
Siim-Sander Vene;20;12.1;1.4;2.8;491;0.3;1.0;300;1.1;1.8;600;0.3;0.3;833;0.5;1.1;1.6;0.7;0.4;0.2;0.2;1.9;3.3;Zalgiris Kaunus;16
Martynas Pocius;19;14.2;1.3;3.7;343;0.3;1.4;192;1.0;2.3;432;0.6;0.9;667;0.2;1.6;1.8;0.8;0.1;0.0;1.1;1.6;3.4;Zalgiris Kaunus;16
Mantas Kalnietis;14;23.6;2.6;7.4;356;1.1;3.6;300;1.6;3.9;407;0.4;0.5;857;0.0;2.2;2.2;4.1;0.7;0.1;2.4;1.5;6.8;Zalgiris Kaunus;16
Kaspars Vecvagars;14;11.4;1.0;3.1;326;0.6;1.4;450;0.4;1.6;217;0.7;0.8;909;0.0;0.9;0.9;1.1;0.1;0.0;0.6;2.1;3.4;Zalgiris Kaunus;16
Martynas Sajus;11;6.3;0.6;1.3;500;0.0;0.0;0;0.6;1.3;500;0.0;0.0;0;1.0;0.7;1.7;0.2;0.1;0.5;0.4;1.5;1.3;Zalgiris Kaunus;16
Robertas Javtokas;9;16.6;2.2;3.6;625;0.0;0.1;0;2.2;3.4;645;0.4;1.0;444;2.0;1.7;3.7;0.0;0.3;0.4;0.4;2.6;4.9;Zalgiris Kaunus;16
Jerome Randle;6;24.3;3.2;11.5;275;0.2;2.7;63;3.0;8.8;340;0.7;0.8;800;0.3;1.3;1.7;3.0;1.0;0.0;1.5;2.2;7.2;Zalgiris Kaunus;16
Vytenis Lipkevicius;1;6.0;1.0;3.0;333;0.0;1.0;0;1.0;2.0;500;0.0;0.0;0;2.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;Zalgiris Kaunus;16
Taylor Rochestie;10;29.4;4.9;11.7;419;1.9;4.7;404;3.0;7.0;429;2.3;2.5;920;0.4;1.7;2.1;5.5;0.2;0.0;2.0;2.3;14.0;Maccabi FOX Tel Aviv;16
Trevor Mbakwe;10;24.8;2.5;4.9;510;0.0;0.0;0;2.5;4.9;510;1.9;2.4;792;3.8;4.2;8.0;1.2;0.4;1.2;1.8;3.2;6.9;Maccabi FOX Tel Aviv;16
Sylven Landesberg;10;21.3;3.5;9.6;365;1.6;4.2;381;1.9;5.4;352;1.1;1.8;611;0.3;2.2;2.5;1.1;0.6;0.0;1.2;1.9;9.7;Maccabi FOX Tel Aviv;16
Yogev Ohayon;10;18.7;1.9;5.2;365;0.5;2.0;250;1.4;3.2;438;1.0;1.1;909;0.6;1.3;1.9;2.9;0.6;0.1;1.6;3.0;5.3;Maccabi FOX Tel Aviv;16
Guy Pnini;10;15.6;1.7;3.6;472;1.4;3.0;467;0.3;0.6;500;0.5;0.6;833;0.0;1.1;1.1;1.0;0.4;0.0;0.5;1.5;5.3;Maccabi FOX Tel Aviv;16
Arinze Onuaku;10;10.7;1.4;3.2;438;0.0;0.0;0;1.4;3.2;438;0.6;1.6;375;2.0;2.2;4.2;0.2;0.2;0.4;0.7;1.8;3.4;Maccabi FOX Tel Aviv;16
Devin Smith;9;30.1;4.4;10.7;417;2.1;5.1;413;2.3;5.6;420;1.7;2.2;750;1.0;4.4;5.4;1.9;0.6;0.1;1.7;2.7;12.7;Maccabi FOX Tel Aviv;16
Brian Randle;8;22.8;3.3;5.6;578;0.3;0.6;400;3.0;5.0;600;1.8;2.5;700;0.9;1.6;2.5;1.0;0.6;0.8;1.4;3.9;8.5;Maccabi FOX Tel Aviv;16
Jordan Farmar;8;20.5;3.4;7.8;435;1.8;4.5;389;1.6;3.3;500;0.4;0.8;500;0.1;2.3;2.4;2.8;0.8;0.1;1.9;1.4;8.9;Maccabi FOX Tel Aviv;16
